Region,Sub-Region,Event Name,SF Campaign Link,Ad Campaign Name,Event Start Date,Event End Date,Event Dashboard Category,Event Type,Event Budget - Pls input in SF campaign,Event Actual Cost - Pls input in SF campaign ,Audience,
APAC,AUS,iMedia Online Retail Summit,Event-Tradeshow | PC - 20230503 | iMedia Online Retail Summit AU,iMedia Online Retail Summit,5/3/2023,5/5/2023,External,Event-Tradeshow,"$24,873",,,TRUE
APAC,SEA,SG Partnerships Mixer,Event-Hosted | 2023-05-17 | impact.com Partnerships Connect Singapore,impact.com Partnerships Connect Singapore,5/17/2023,5/17/2023,Impact.com Hosted,Event-Hosted Splash,"$2,780",,,TRUE
APAC,SEA,ID Exec Leaders Dinner,Event-Hosted | PC - 20230525 | SEA Indo Partnerships Exec Dinner,SEA Indo Partnerships Exec Dinner,5/25/2023,5/25/2023,Impact.com Hosted,Event-Hosted Splash,"$2,000",,,TRUE
APAC,AUS,iPX Sydney,Event-Hosted | 2023-08-31 | impact.com's Partnerships Experience (iPX23 Sydney),iPX2023 Sydney,8/31/2023,8/31/2023,Impact.com Hosted,Event-Hosted Splash,"$60,000",,,TRUE
APAC,AUS,Event-Tradeshow | PC - 20230512 | Afternoon on The Greens,Event-Tradeshow | PC - 20230512 | Afternoon on The Greens,Afternoon on The Greens,5/12/2023,12/5/2023,Impact.com Hosted,Event-Hosted,"$1,020",,,TRUE
APAC,SEA,eTail Asia,Event-Tradeshow | PC - 20230607 | eTail Asia,eTail Asia,6/7/2023,6/8/2023,External,Event-Tradeshow,"$48,000",,,TRUE
APAC,AUS,Event-Tradeshow | PC - 20230518 | NORA Bespoke Lunch Sydney,Event-Tradeshow | PC - 20230518 | NORA Bespoke Lunch Sydney,NORA Bespoke Lunch Sydney,5/18/2023,18/5/2023,External,Event-Tradeshow,"$15,443",,,TRUE
APAC,AUS,Event-Tradeshow | PC - 20230601 | NORA Bespoke Lunch Melbourne,Event-Tradeshow | PC - 20230601 | NORA Bespoke Lunch Melbourne,NORA Bespoke Lunch Melbourne,6/1/2023,1/6/2023,External,Event-Tradeshow,"$10,410",,,TRUE
APAC,SEA,KL Leader Dinner,Event-Hosted | 2023-06-21 | SEA MY Leaders Dinner,SEA MY Leaders Dinner,6/21/2023,6/21/2023,Impact.com Hosted,Event-Hosted,"$2,000",,,TRUE
APAC,Japan,Commerce Summit Japan,Event-tradeshow | APAC Japan Commerce Summit | 23 June 2023,Japan Commerce Summit,6/23/2023,,External,Event-Tradeshow,"$3,800",,,TRUE
APAC,AUS,NORA - Retail Marketing Leaders’ Roundtable & Industry Dinner,Event-Tradeshow | PC - 20230615 | NORA Marketing Leaders Roundtable,NORA - Retail Marketing Leaders’ Roundtable & Industry Dinner,6/15/2023,6/15/2023,External,Event-Tradeshow,"$9,254",,,TRUE
APAC,AUS,AU Fashion Forward,Event-Hosted | PC - 20230629 | Fashion Forward - AU,Fashion Forward Sydney,6/29/2023,6/29/2023,Impact.com Hosted,Event-Hosted,"$3,000",,,TRUE
APAC,AUS,iMedia Pureplay,Event-Tradeshow | PC - 20230705 | iMedia Pureplay,iMedia Pureplay AU,7/3/2023,7/5/2023,External,Event-Tradeshow,"$4,320",,,TRUE
APAC,SEA,SEA NORA Retail Leaders Dinner,Event-Tradeshow | PC - 20230728 | SEA NORA Retail Leaders Dinner,SEA NORA Retail Leaders Dinner,,,Impact.com Hosted,Event-Hosted,"$9,200",,,TRUE
APAC,SEA,ID Appsflyer Netcore Partner Event,Event-Hosted | PC - 20230810 | Partnership Mixer - Jakarta,Partnership Mixer - Jakarta 10 August 2023,8/10/2023,8/10/2023,Impact.com Hosted,Event-Hosted,"$1,200",,,TRUE
APAC,SEA,Asia eCommerce Expo 2022,Event-Tradeshow | PC - 20221012 | eCommerce Expo Asia Singapore,eCommerce Expo Asia Singapore 2022,10/1/2022,,External,Event-Tradeshow,"$21,154",,,TRUE
APAC,AUS,iPX Sydney Afterparty,Event-Hosted | 2023-08-30 | iPX Sydney Afterparty,iPX Sydney Afterparty 2023,31/08/2023,,Impact.com Hosted,Event-Hosted Splash,,,,FALSE
APAC,SEA,iMedia Online Retail Summit SEA,Event-Tradeshow | PC - 20230831 | SEA iMedia - Indonesia,iMedia SEA 2023,8/21/2023,8/23/2023,External,Event-Tradeshow,"$8,000",,,TRUE
APAC,SEA,RESA Jakarta,Event-Tradeshow | PC - 20230906 | SEA ID RESA (Retail & E-Commerce Summit Asia),RESA Jakarta 2023,9/6/2023,9/7/2023,External,Event-Tradeshow,,,,TRUE
APAC,SEA,Impact Insights: SEA Creator Economy 2023- Jakarta,Event-Hosted | PC - 20231005 | Impact Insights SEA Creator Economy (Jakarta),Impact Insights: SEA Creator Economy 2023 Jakarta,10/5/2023,,Impact.com Hosted,Event-Hosted,,,,TRUE
APAC,AUS,iMedia Future of Marketing,Event-Tradeshow | PC - 20230904 | iMedia Future of Marketing Summit - ANZ,Event-Tradeshow | PC - 20230904 | iMedia Future of Marketing Summit - ANZ,,,External,Event-Tradeshow,,,,TRUE
APAC,AUS,MarTech Symposium,Event-Tradeshow | PC - 20230912 | Martech Symposium - ANZ,MarTech Symposium 2023,,,External,Event-Tradeshow,"$19,300",,,TRUE
,,,,,,,#N/A,,,,,FALSE
APAC,AUS,NORA Retail Marketing Leaders' Roundtable,Event-Tradeshow | PC - 20231011 | NORA Retail Marketing Leaders - Melbourne,NORA Retail Marketing Leaders - Melbourne,,,External,Event-Tradeshow,"$11,254","$11,254",,TRUE
APAC,AUS,Women Who Innovate,Event-Tradeshow | PC - 20231019 | Women Who Innovate - ANZ,Women Who Innovate,,,External,Event-Tradeshow,"$9,600","$9,600",,TRUE
APAC,AUS,Oktoberfest,Event-Hosted | 2023-10-05 | Rooftop Partnerships Mixer - OktoberFest,Rooftop Series - Oktoberfest,,,Impact.com Hosted,Event-Hosted,"$3,000","$3,538",,TRUE
APAC,AUS,Xmas in July,Event-Hosted | 2023-07-27 | Sydney Partnerships Mixer - Xmas in July,Rooftop Series - Xmas in July,,,Impact.com Hosted,Event-Hosted,"$3,000","$3,018",,TRUE
APAC,SEA,Bali Buddies,Event-Hosted | PC - 20230929 | Indonesia Bali Buddies Hospitality,Bali Buddies Indonesia 2023,,,External,Event-Tradeshow,,,,TRUE
APAC,SEA,Impact Insights: SEA Creator Economy 2023 Singapore,Event-Hosted | PC - 20231019 | Impact Insights SEA Creator Economy (Singapore),Impact Insights: SEA Creator Economy 2023 Singapore,,,Impact.com Hosted,Event-Hosted,,,,TRUE
APAC,SEA,Impact Insights: SEA Creator Economy 2023 Kuala Lumpur,Event-Hosted | PC - 20231026 | Impact Insights SEA Creator Economy Kuala Lumpur,Impact Insights: SEA Creator Economy 2023 Kuala Lumpur,,,Impact.com Hosted,Event-Hosted,,,,TRUE
APAC,SEA,Singapore Asia eCommerce Expo 2023,Event-Tradeshow | PC - 20231011 | Singapore eCommerce Expo Asia,Singapore Asia eCommerce Expo 2023,,,External,Event-Tradeshow,,,,TRUE
APAC,SEA,Martech Summit Jakarta 2023,Event-Tradeshow | PC - 20230622 | SEA ID Martech Summit Jakarta,MarTech Summit Jakarta 2023,,,External,Event-Tradeshow,,,,TRUE
APAC,SEA,SEA ID Retail & eCommerce Summit Feb 2024,Event-Tradeshow | PC - 20240229 | SEA ID Retail & eCommerce Summit,SEA ID Retail & eCommerce Summit Feb 2024,,,External,Event-Tradeshow,$0,$0,,TRUE
APAC,SEA,Aviation Festival Asia 2024,Event-Tradeshow | PC - 20240228 | SEA Aviation Fest Asia,SEA Aviation Festival Asia 2024,,,External,Event-Tradeshow,"$13,000","$13,000",,TRUE
APAC,SEA,SEA Influencer Marketing Travel Webinar 2024: Riding the wave,Event-Webinar | PC - 20240424 | SEA Influencer Marketing Travel,SEA Influencer Marketing Travel Webinar 2024,,,External,Event-Webinar,$0,$0,,TRUE
APAC,SEA,SEA Dotdigital Mar 2024,Event-Tradeshow | 20240319 | SEA Dotdigital,SEA Dotdigital Mar 2024,,,External,Event-Tradeshow,$0,$0,,TRUE
APAC,AUS,etail Australia 2024,Event-Tradeshow | PC - 20240214 | eTail Australia,eTail Australia 2024,,,External,Event-Tradeshow,"$30,200",,,TRUE
APAC,AUS,All Star Bash 2024,Event-Tradeshow | PC - 20240307 | All Star Bash AU,All Star Bash 2024,,,External,Event-Tradeshow,"$8,200",,,TRUE
APAC,AUS,Add To Cart Social - Brisbane 2024,Event-Tradeshow | PC - 20231205 | Add To Cart Connect - Brisbane,Add To Cart Social - Brisbane 2024,,,External,Event-Tradeshow,N/A,,,TRUE
APAC,AUS,iMedia Online Retail Summit,Event-Tradeshow | PC - 20240429 | iMedia Online Retail Summit,iMedia Online Retail Summit 2024,,,External,Event-Tradeshow,"$23,245","$23,245",,TRUE
APAC,SEA,SEA Cube Asia Mar 2024,Event-Tradeshow | PC - 20240321 | SEA SG Cube Asia,SEA Cube Asia Mar 2024,,,Impact.com Hosted,Event-Hosted,$990,$990,,TRUE
APAC,SEA,eTail Asia 2024,Event-Tradeshow | PC - 20240517 | SEA eTail Asia,eTail Asia 2024,,,External,Event-Tradeshow,"$43,000","$44,000",,TRUE
APAC,SEA,SEA Insider Impact Mixer 2024,Event-Hosted | PC - 20240515 | SEA Insider Impact Mixer,Connect & Cheers with Insider and impact.com,,,Impact.com Hosted,Event-Hosted,"$1,500",$720,,TRUE
APAC,AUS,iPX24 Sydney,Event-Hosted | 2024-09-05 | iPX24 Sydney,iPX24 Sydney,,,Impact.com Hosted,Event-Hosted,"$130,000",,,TRUE
APAC,SEA,SEA Assembly Global Mixer 2024,Event-Hosted | PC - 20240605 | Assembly Global Impact Mixer Singapore,PartnerSips with Assembly Global and impact.com,,,Impact.com Hosted,Event-Hosted,"$1,500","$1,100",,TRUE
APAC,SEA,SEA Beauty and Fashion Webinar 2024,Event-Webinar | PC - 20240611 | Aff & Infl Mkting for Beauty & Fashion - SEA,SEA Beauty & Fashion Webinar 2024,,,External,Event-Webinar,$0,$0,,TRUE
APAC,SEA,"PartnerLink with impact.com, Dotdigital and SHOPLINE",Event-Hosted | PC - 20240725 | SEA PartnerLink with impact Dotdigital SHOPLINE,2024 SEA PartnerLink with impact Dotdigital SHOPLINE,,,Impact.com Hosted,Event-Hosted,"$1,500",$860,,TRUE
APAC,AUS,ANZ webinar,Event-Webinar | PC - 20240625 | Full Funnel Advantage of Aff & Infl Mkting- ANZ,Full Funnel Advantage of Aff & Infl Mkting- ANZ,,,External,Event-Webinar,,,,TRUE
APAC,AUS,online retailer,Event-Tradeshow | PC - 20240724 | Online Retailer - ANZ,Online Retailer 2024,,,External,Event-Tradeshow,"$14,355","$14,355",,TRUE
APAC,AUS,Martech Symposium 2024,Event-Tradeshow | PC - 20240909 | Martech Symposium - ANZ,Martech Symposium 2024,,,External,Event-Tradeshow,"$19,000","$19,000",,TRUE
APAC,SEA,Impact Insights SEA Creator Economy 2024,Event-Hosted | PC - 20240919 | impact Insights SEA Creator Economy (Singapore),Impact Insights SEA Creator Economy 2024,,,Impact.com Hosted,Event-Hosted,"$8,000","$8,835",,TRUE
APAC,AUS,iPX24 Sydney VIP dinner,Event-Hosted | 2024-09-04 | iPX24 Sydney VIP Dinner,iPX24 Sydney VIP Dinner,,,Impact.com Hosted,Event-Hosted,"$4,000","$4,000",,TRUE
APAC,AUS,etail connect  melbourne,Event-Tradeshow | PC - 20240924 | eTail Connect - Melbourne,eTail Connect Melbourne 2024,,,Impact.com Hosted,Event-Hosted,"20,200","$20,200",,FALSE
APAC,AUS,ANZ Partnerships Leaders Dinner Melbourne - May,Event-Hosted | PC - 20240522 | Actions Partnership Leaders Dinner - Melbourne,ANZ Partnerships Leaders Dinner Melbourne - May,,,Impact.com Hosted,Event-Hosted,"$1,500","$1,500",,TRUE
APAC,AUS,ANZ Partnerships Leaders Dinner Melbourne - September,Event-Hosted | PC - 20240925 | Actions Partnership Leaders Dinner - Melbourne,Partnerships Leaders Dinner Melbourne Sep 2024,,,Impact.com Hosted,Event-Hosted,"$1,429","$1,429",,TRUE
APAC,SEA,Impact Insights SEA Creator Economy 2024 - Malaysia Webinar,Event-Webinar | PC - 20241003 | Impact Insights: SEA Creator Economy - Malaysia,2024 Impact Insights: SEA Creator Economy - Malaysia,,,External,Event-Webinar,$0,$0,,TRUE
APAC,SEA,Impact Insights SEA Creator Economy 2024 - Indonesia Webinar,Event-Webinar | PC - 20241001 | Impact Insights: SEA Creator Economy - Indonesia,2024 Impact Insights: SEA Creator Economy - Indonesia,,,External,Event-Webinar,$0,$0,,TRUE
APAC,Japan,JP VIP dinner,Event-Hosted | PC - 20241001 | APAC Japan VIP Dinner,Event-Hosted | PC - 20241001 | APAC Japan VIP Dinner,,,Impact.com Hosted,Event-Hosted,"$3,000","$3,000",,TRUE
APAC,SEA,eCommerce Expo VIP Lunch,Event-Hosted | PC - 20241009 | eCommerce EXPO VIP Luncheon Singapore,Event-Hosted | PC - 20241009 | eCommerce EXPO VIP Luncheon Singapore,,,External,Event-Tradeshow,"$18,000","$18,350",,TRUE
APAC,SEA,MMA Smarties Award Event,Event-Tradeshow | PC - 20241115 | MMA Smarties Indonesia,Event-Tradeshow | PC - 20241115 | MMA Smarties Indonesia,,,External,Event-Tradeshow,$0,$0,,TRUE
APAC,AUS,DotDigital Dotties Awards,Event-Tradeshow | PC - 20241212 | APAC AU DotDigital Dotties Awards,Event-Tradeshow | PC - 20241212 | APAC AU DotDigital Dotties Awards,,,External,Event-Tradeshow,$0,$0,,TRUE
,,,Event-Hosted | PC - 20241204 | Xmas Rooftop Mixer - Sydney,,,,Impact.com Hosted,Event-Hosted,,,,FALSE
APAC,AUS,eTail Australia,Event-Tradeshow | PC - 20250225 | eTail Australia,,,,External,Event-Tradeshow,"$26,000","$26,000",,TRUE
APAC,SEA,SG 13 Mar Exec Dinner,Event-Hosted | PC - 20250313 | Exec Dinner - Singapore,Event-Hosted | PC - 20250313 | Exec Dinner - Singapore,,,Impact.com Hosted,Event-Hosted,"$2,000",,,TRUE
APAC,AUS,iPX25 Sydney,Event-Hosted | PC - 20250911 | iPX25 Sydney,Event-Hosted | PC - 20250911 | iPX25 Sydney,,,Impact.com Hosted,Event-Hosted,"$150,000",,,TRUE
APAC,SEA,SEA Travel Marketing Insights,Event-Hosted | PC - 20250423 | SEA Travel Marketing Insights,Event-Hosted | PC - 20250423 | SEA Travel Marketing Insights,,,Impact.com Hosted,Event-Hosted,"$5,000",,,TRUE
APAC,SEA,MMA ID Meet 12 March,Event-Tradeshow | PC - 20250312 | Indonesia MMA Meet,Event-Tradeshow | PC - 20250312 | Indonesia MMA Meet,,,External,Event-Tradeshow,$0,$0,,TRUE
APAC,SEA,SEA Travel Marketing Insights - Webinar,"

Event-Webinar | PC - 20250513 | SEA APAC Travel Insights 2025
","

Event-Webinar | PC - 20250513 | SEA APAC Travel Insights 2025",,,External,Event-Webinar,$0,,,TRUE
APAC,AUS,Insider Run Club - Sydney 2025,Event-Tradeshow | PC - 20250221 | Insider Run Club - AU,Event-Tradeshow | PC - 20250221 | Insider Run Club - AU,,,External,Event-Tradeshow,$933,$933,,TRUE
APAC,AUS,All Star Bash 2025,Event-Tradeshow | PC - 20250306 | All Star Bash AU.,Event-Tradeshow | PC - 20250306 | All Star Bash AU.,,,External,Event-Tradeshow,"$8,000","$8,000",,TRUE
APAC,AUS,Evocative Growth Summit - Brisbane 2025,Event-Tradeshow | PC - 20250402 | Evocative Growth Summit - Brisbane,Event-Tradeshow | PC - 20250402 | Evocative Growth Summit - Brisbane,,,External,Event-Tradeshow,"$2,247","$2,247",,TRUE
APAC,AUS,iMedia Online Retail Summit 2025,Event-Tradeshow | PC - 20250430 | iMedia Online Retail Summit - Australia.,Event-Tradeshow | PC - 20250430 | iMedia Online Retail Summit - Australia.,,,External,Event-Tradeshow,"$27,000","$27,000",,TRUE
APAC,SEA,eTail Asia 2025,Event-Tradeshow | PC - 20250514 | SEA eTail Asia,Event-Tradeshow | PC - 20250514 | SEA eTail Asia,,,External,Event-Tradeshow,"$4,904","$4,904",,TRUE
APAC,SEA,Creator Insights 2025,Event-Hosted | PC - 20250717 | SEA Creator Insights,Event-Hosted | PC - 20250717 | SEA Creator Insights,,,Impact.com Hosted,Event-Hosted,,,,FALSE
APAC,SEA,Digital Travel APAC 2025,,,,,#N/A,,,,,FALSE
