date,week,year,mql_count
2021-05-29,21,2021,3
2021-05-30,22,2021,5
2021-06-05,22,2021,2
2021-06-06,23,2021,6
2021-06-07,23,2021,11
2021-07-03,26,2021,5
2021-07-04,27,2021,3
2021-07-05,27,2021,3
2021-07-30,30,2021,15
2017-05-13,19,2017,2
2023-03-29,13,2023,101
2023-08-03,31,2023,70
2023-10-12,41,2023,66
2023-06-08,23,2023,86
2025-03-10,10,2025,96
2023-08-17,33,2023,74
2023-09-28,39,2023,75
2023-07-24,30,2023,65
2023-07-20,29,2023,65
2023-10-05,40,2023,69
2023-09-23,38,2023,26
2023-07-12,28,2023,167
2023-06-09,23,2023,67
2023-09-14,37,2023,92
2023-04-04,14,2023,173
2023-07-08,27,2023,33
2023-06-22,25,2023,99
2023-04-29,17,2023,27
2024-04-30,17,2024,110
2023-10-23,43,2023,103
2023-08-10,32,2023,73
2024-06-16,24,2024,24
2017-04-02,14,2017,2
2021-11-24,47,2021,35
2022-05-05,18,2022,71
2022-04-26,17,2022,57
2021-11-23,47,2021,106
2021-09-27,39,2021,33
2021-10-04,40,2021,21
2021-10-27,43,2021,29
2021-10-29,43,2021,26
2021-12-06,49,2021,32
2021-12-30,52,2021,21
2022-01-06,1,2022,56
2022-01-29,4,2022,11
2022-03-05,9,2022,26
2022-03-12,10,2022,13
2022-03-17,11,2022,42
2022-04-19,16,2022,95
2022-04-27,17,2022,32
2022-04-28,17,2022,66
2022-05-02,18,2022,45
2022-05-04,18,2022,64
2022-05-06,18,2022,33
2022-05-12,19,2022,65
2022-05-16,20,2022,52
2022-05-20,20,2022,90
2022-05-26,21,2022,66
2022-06-02,22,2022,64
2022-06-26,26,2022,20
2022-07-05,27,2022,50
2022-06-23,25,2022,61
2022-06-29,26,2022,39
2022-07-01,26,2022,26
2022-07-06,27,2022,77
2022-07-12,28,2022,34
2022-07-19,29,2022,60
2022-07-25,30,2022,43
2022-07-30,30,2022,40
2022-08-04,31,2022,57
2022-08-05,31,2022,46
2022-08-15,33,2022,47
2022-08-14,33,2022,22
2022-08-13,32,2022,21
2021-01-01,0,2021,5
2024-11-07,44,2024,84
2025-01-10,1,2025,46
2021-08-28,34,2021,9
2021-09-24,38,2021,18
2021-09-25,38,2021,26
2021-09-28,39,2021,20
2021-09-29,39,2021,33
2021-09-30,39,2021,47
2021-10-15,41,2021,28
2021-11-18,46,2021,52
2021-11-05,44,2021,33
2021-12-11,49,2021,29
2021-11-08,45,2021,21
2021-11-10,45,2021,38
2021-11-13,45,2021,21
2021-11-17,46,2021,41
2021-12-12,50,2021,7
2021-12-25,51,2021,17
2021-12-27,52,2021,24
2022-01-08,1,2022,13
2022-01-13,2,2022,39
2022-01-19,3,2022,51
2022-01-22,3,2022,22
2021-09-26,39,2021,9
2022-02-01,5,2022,37
2022-12-10,49,2022,18
2024-01-17,2,2024,59
2024-01-18,2,2024,79
2024-05-14,19,2024,131
2024-07-19,28,2024,66
2025-02-18,7,2025,31
2025-06-10,23,2025,141
2022-01-16,3,2022,32
2025-05-07,18,2025,41
2023-06-27,26,2023,126
2021-10-25,43,2021,41
2022-06-25,25,2022,22
2023-07-16,29,2023,45
2023-05-17,20,2023,150
2024-02-14,6,2024,60
2024-01-20,2,2024,31
2022-11-02,44,2022,109
2022-11-06,45,2022,33
2022-11-10,45,2022,114
2022-11-28,48,2022,34
2022-12-01,48,2022,72
2022-12-04,49,2022,23
2022-12-06,49,2022,50
2022-12-07,49,2022,67
2022-12-09,49,2022,52
2022-12-16,50,2022,31
2022-12-28,52,2022,29
2022-12-29,52,2022,32
2023-01-03,1,2023,43
2023-01-04,1,2023,59
2023-01-06,1,2023,37
2023-09-01,35,2023,34
2023-01-12,2,2023,61
2023-01-14,2,2023,23
2023-01-25,4,2023,103
2023-02-01,5,2023,76
2023-02-06,6,2023,52
2023-02-15,7,2023,33
2023-02-24,8,2023,69
2023-02-27,9,2023,72
2023-03-20,12,2023,122
2023-03-21,12,2023,100
2023-03-23,12,2023,78
2023-03-24,12,2023,78
2023-04-25,17,2023,51
2023-06-21,25,2023,86
2023-04-27,17,2023,50
2023-04-30,18,2023,29
2023-05-05,18,2023,36
2023-05-07,19,2023,27
2023-05-12,19,2023,62
2023-05-13,19,2023,30
2023-05-22,21,2023,76
2023-05-24,21,2023,67
2023-05-28,22,2023,39
2023-05-30,22,2023,68
2023-05-31,22,2023,66
2023-06-04,23,2023,36
2023-06-05,23,2023,94
2023-06-06,23,2023,132
2023-06-07,23,2023,108
2023-06-10,23,2023,43
2023-06-11,24,2023,39
2023-06-12,24,2023,105
2023-06-25,26,2023,45
2023-06-14,24,2023,95
2023-06-15,24,2023,111
2023-06-17,24,2023,40
2023-06-19,25,2023,98
2023-06-20,25,2023,101
2023-06-23,25,2023,62
2023-06-24,25,2023,43
2023-06-26,26,2023,128
2023-06-28,26,2023,98
2023-06-29,26,2023,105
2023-06-30,26,2023,68
2023-07-01,26,2023,37
2023-07-02,27,2023,36
2023-07-03,27,2023,65
2023-07-04,27,2023,46
2023-07-05,27,2023,61
2023-07-09,28,2023,67
2023-07-10,28,2023,61
2023-07-11,28,2023,88
2023-07-14,28,2023,64
2023-07-15,28,2023,33
2023-07-17,29,2023,76
2023-07-21,29,2023,40
2023-07-22,29,2023,38
2023-07-23,30,2023,35
2023-07-25,30,2023,81
2023-07-26,30,2023,60
2023-07-28,30,2023,63
2023-07-29,30,2023,23
2023-07-30,31,2023,49
2023-08-02,31,2023,64
2023-08-04,31,2023,70
2023-08-05,31,2023,35
2023-08-06,32,2023,34
2023-08-07,32,2023,69
2023-08-08,32,2023,75
2023-08-09,32,2023,64
2023-08-11,32,2023,55
2023-08-12,32,2023,32
2023-08-13,33,2023,37
2023-08-14,33,2023,129
2023-08-15,33,2023,64
2023-08-16,33,2023,53
2023-08-18,33,2023,94
2023-08-19,33,2023,29
2023-08-20,34,2023,33
2023-08-21,34,2023,76
2023-08-29,35,2023,77
2023-08-31,35,2023,77
2023-09-03,36,2023,19
2023-09-15,37,2023,35
2023-09-17,38,2023,29
2023-09-18,38,2023,89
2023-09-29,39,2023,48
2023-09-30,39,2023,18
2023-10-01,40,2023,41
2023-10-08,41,2023,31
2023-10-17,42,2023,38
2024-02-17,6,2024,15
2024-02-19,7,2024,86
2024-01-10,1,2024,84
2024-01-25,3,2024,70
2024-04-26,16,2024,37
2024-02-08,5,2024,70
2024-03-16,10,2024,38
2024-03-18,11,2024,82
2024-03-22,11,2024,50
2024-03-23,11,2024,20
2024-03-27,12,2024,178
2024-03-28,12,2024,83
2024-04-03,13,2024,61
2024-04-22,16,2024,93
2024-04-25,16,2024,65
2020-12-24,51,2020,4
2024-05-04,17,2024,37
2024-07-10,27,2024,43
2024-08-25,34,2024,28
2024-10-14,41,2024,56
2025-02-07,5,2025,60
2025-02-20,7,2025,43
2022-11-25,47,2022,20
2023-08-25,34,2023,68
2024-05-22,20,2024,57
2024-06-04,22,2024,59
2024-06-24,25,2024,80
2024-06-28,25,2024,45
2024-07-05,26,2024,36
2024-07-14,28,2024,27
2024-07-23,29,2024,90
2021-11-25,47,2021,18
2021-11-11,45,2021,30
2021-10-23,42,2021,16
2021-10-26,43,2021,54
2021-11-07,45,2021,20
2021-11-29,48,2021,58
2021-12-07,49,2021,39
2021-12-15,50,2021,70
2021-12-16,50,2021,45
2021-12-18,50,2021,24
2021-12-26,52,2021,16
2022-01-07,1,2022,35
2022-01-03,1,2022,48
2022-01-17,3,2022,41
2022-01-18,3,2022,52
2022-01-20,3,2022,59
2022-02-04,5,2022,24
2022-02-06,6,2022,10
2022-02-09,6,2022,29
2022-02-17,7,2022,120
2022-02-27,9,2022,18
2022-03-28,13,2022,52
2022-04-09,14,2022,23
2022-04-13,15,2022,47
2022-04-24,17,2022,19
2022-05-31,22,2022,47
2022-07-13,28,2022,66
2021-10-14,41,2021,26
2021-12-02,48,2021,31
2021-12-03,48,2021,30
2021-12-20,51,2021,31
2022-02-19,7,2022,16
2022-03-08,10,2022,44
2022-03-29,13,2022,47
2021-12-19,51,2021,26
2022-01-23,4,2022,26
2022-03-14,11,2022,45
2022-03-24,12,2022,46
2022-03-18,11,2022,34
2022-03-10,10,2022,32
2022-03-13,11,2022,16
2022-03-22,12,2022,45
2022-03-30,13,2022,57
2022-04-04,14,2022,66
2022-04-06,14,2022,47
2022-04-08,14,2022,45
2022-04-10,15,2022,28
2022-04-14,15,2022,52
2022-04-17,16,2022,21
2024-08-27,34,2024,132
2022-02-28,9,2022,53
2021-12-21,51,2021,22
2023-06-01,22,2023,69
2021-10-31,44,2021,16
2022-10-27,43,2022,124
2022-06-06,23,2022,57
2022-06-28,26,2022,53
2022-07-08,27,2022,99
2022-09-07,36,2022,49
2022-09-09,36,2022,39
2022-09-22,38,2022,66
2022-09-27,39,2022,174
2022-10-03,40,2022,83
2022-10-10,41,2022,123
2022-10-11,41,2022,50
2022-10-12,41,2022,140
2022-10-22,42,2022,25
2022-10-26,43,2022,110
2022-10-28,43,2022,58
2022-10-29,43,2022,40
2022-11-07,45,2022,63
2022-11-08,45,2022,58
2022-11-12,45,2022,27
2022-11-14,46,2022,51
2022-11-15,46,2022,46
2022-11-22,47,2022,47
2022-11-24,47,2022,21
2022-12-05,49,2022,62
2022-12-08,49,2022,70
2022-12-12,50,2022,49
2022-12-13,50,2022,57
2022-12-25,52,2022,9
2022-12-31,52,2022,11
2023-01-05,1,2023,82
2023-01-08,2,2023,30
2023-01-11,2,2023,87
2023-01-13,2,2023,38
2023-01-16,3,2023,51
2023-01-19,3,2023,64
2023-01-21,3,2023,33
2022-10-31,44,2022,57
2023-01-26,4,2023,100
2023-01-30,5,2023,138
2023-02-14,7,2023,22
2023-03-01,9,2023,88
2023-03-02,9,2023,108
2023-03-08,10,2023,88
2023-03-09,10,2023,119
2023-03-14,11,2023,87
2023-03-19,12,2023,24
2023-03-25,12,2023,35
2023-03-26,13,2023,57
2023-04-03,14,2023,77
2023-04-09,15,2023,30
2023-04-11,15,2023,102
2023-04-12,15,2023,83
2023-04-13,15,2023,61
2023-04-24,17,2023,58
2023-05-01,18,2023,55
2023-05-04,18,2023,245
2023-05-08,19,2023,48
2023-05-10,19,2023,65
2023-05-15,20,2023,90
2023-05-23,21,2023,96
2023-05-29,22,2023,35
2023-06-16,24,2023,56
2023-07-31,31,2023,83
2023-08-22,34,2023,70
2023-08-23,34,2023,64
2023-10-03,40,2023,75
2023-10-09,41,2023,177
2021-10-20,42,2021,56
2021-10-03,40,2021,22
2021-10-07,40,2021,28
2021-10-10,41,2021,26
2021-10-17,42,2021,11
2021-10-18,42,2021,19
2021-11-03,44,2021,35
2021-10-22,42,2021,22
2021-11-02,44,2021,26
2021-11-14,46,2021,18
2021-11-20,46,2021,21
2021-11-26,47,2021,33
2021-11-27,47,2021,13
2021-11-28,48,2021,20
2021-11-30,48,2021,38
2021-12-04,48,2021,14
2021-12-05,49,2021,25
2021-12-08,49,2021,47
2021-12-09,49,2021,36
2021-12-13,50,2021,36
2021-12-22,51,2021,21
2021-12-24,51,2021,13
2021-12-28,52,2021,21
2021-12-29,52,2021,15
2022-01-10,2,2022,45
2024-05-12,19,2024,18
2024-08-23,33,2024,67
2022-01-21,3,2022,36
2022-02-03,5,2022,29
2021-10-30,43,2021,17
2021-12-01,48,2021,32
2022-01-28,4,2022,24
2022-02-02,5,2022,25
2022-02-11,6,2022,22
2022-02-26,8,2022,17
2022-03-25,12,2022,39
2022-04-02,13,2022,30
2022-04-03,14,2022,47
2022-08-18,33,2022,45
2022-11-30,48,2022,70
2022-03-03,9,2022,41
2022-03-04,9,2022,36
2022-03-26,12,2022,31
2022-10-15,41,2022,26
2023-04-21,16,2023,58
2024-06-12,23,2024,51
2024-07-07,27,2024,20
2021-10-02,39,2021,12
2021-10-09,40,2021,15
2021-10-16,41,2021,23
2021-10-24,43,2021,15
2021-11-12,45,2021,39
2021-11-21,47,2021,18
2021-12-10,49,2021,24
2022-03-07,10,2022,37
2021-12-31,52,2021,18
2022-01-02,1,2022,17
2022-01-09,2,2022,21
2022-02-05,5,2022,17
2022-02-10,6,2022,38
2022-02-13,7,2022,12
2022-02-16,7,2022,20
2022-02-18,7,2022,27
2022-03-02,9,2022,26
2022-03-06,10,2022,13
2022-03-19,11,2022,22
2022-04-16,15,2022,18
2022-05-01,18,2022,22
2022-05-07,18,2022,13
2022-06-27,26,2022,59
2022-06-30,26,2022,56
2022-07-03,27,2022,11
2022-07-04,27,2022,19
2022-07-09,27,2022,37
2022-07-16,28,2022,40
2022-08-01,31,2022,73
2022-08-02,31,2022,60
2022-08-03,31,2022,45
2022-10-01,39,2022,42
2022-06-11,23,2022,24
2022-09-26,39,2022,56
2022-09-29,39,2022,73
2022-10-25,43,2022,80
2022-11-18,46,2022,54
2022-12-03,48,2022,21
2023-01-10,2,2023,78
2021-11-06,44,2021,13
2023-10-26,43,2023,73
2025-01-19,3,2025,28
2022-01-30,5,2022,8
2022-02-12,6,2022,10
2022-02-14,7,2022,17
2025-05-31,21,2025,25
2022-04-23,16,2022,25
2025-02-01,4,2025,36
2025-01-15,2,2025,68
2023-12-15,50,2023,39
2025-05-20,20,2025,25
2023-05-09,19,2023,54
2023-05-11,19,2023,122
2023-10-24,43,2023,83
2023-05-19,20,2023,70
2023-05-20,20,2023,24
2023-05-21,21,2023,34
2023-06-02,22,2023,47
2023-06-03,22,2023,45
2025-03-22,11,2025,18
2023-06-18,25,2023,38
2025-05-23,20,2025,37
2023-08-26,34,2023,29
2023-09-02,35,2023,31
2023-09-04,36,2023,37
2023-09-05,36,2023,37
2023-10-18,42,2023,45
2023-09-09,36,2023,16
2023-09-10,37,2023,19
2023-09-11,37,2023,96
2023-09-16,37,2023,28
2023-09-20,38,2023,60
2023-09-21,38,2023,64
2023-09-22,38,2023,45
2023-09-24,39,2023,17
2023-09-25,39,2023,51
2023-09-26,39,2023,189
2023-09-27,39,2023,61
2023-10-06,40,2023,48
2023-10-07,40,2023,25
2023-10-10,41,2023,57
2023-10-11,41,2023,157
2023-10-13,41,2023,35
2023-10-14,41,2023,30
2023-10-15,42,2023,24
2023-10-16,42,2023,62
2023-10-19,42,2023,48
2023-10-20,42,2023,46
2023-10-21,42,2023,20
2023-10-22,43,2023,28
2023-10-27,43,2023,41
2023-10-28,43,2023,10
2023-10-30,44,2023,60
2023-10-31,44,2023,31
2023-11-01,44,2023,63
2023-11-02,44,2023,50
2023-11-03,44,2023,33
2023-11-04,44,2023,9
2023-11-05,45,2023,27
2023-11-06,45,2023,73
2023-11-07,45,2023,74
2023-11-09,45,2023,58
2023-03-07,10,2023,103
2023-02-12,7,2023,28
2023-02-04,5,2023,28
2023-11-17,46,2023,26
2023-11-18,46,2023,34
2023-11-19,47,2023,19
2023-11-21,47,2023,65
2023-11-23,47,2023,44
2023-11-24,47,2023,20
2023-11-25,47,2023,22
2023-11-26,48,2023,27
2023-12-16,50,2023,29
2023-12-17,51,2023,23
2023-12-19,51,2023,128
2023-12-21,51,2023,32
2023-12-22,51,2023,13
2023-12-23,51,2023,7
2023-12-24,52,2023,6
2023-12-26,52,2023,8
2023-12-27,52,2023,12
2023-12-28,52,2023,20
2023-12-29,52,2023,14
2023-12-30,52,2023,8
2023-12-31,53,2023,7
2024-01-02,0,2024,21
2024-01-04,0,2024,65
2024-01-06,0,2024,39
2024-01-07,1,2024,24
2024-01-12,1,2024,48
2024-01-13,1,2024,27
2024-01-14,2,2024,23
2025-05-05,18,2025,52
2024-01-15,2,2024,30
2024-01-21,3,2024,30
2024-01-22,3,2024,84
2024-01-24,3,2024,72
2024-01-27,3,2024,24
2024-01-28,4,2024,32
2024-02-04,5,2024,30
2024-02-09,5,2024,42
2024-02-10,5,2024,20
2024-02-11,6,2024,29
2024-02-16,6,2024,34
2024-02-18,7,2024,25
2024-02-20,7,2024,62
2024-02-21,7,2024,40
2024-08-31,34,2024,26
2024-02-22,7,2024,50
2024-02-23,7,2024,37
2024-02-24,7,2024,22
2024-02-26,8,2024,58
2024-03-01,8,2024,46
2024-03-02,8,2024,26
2024-03-03,9,2024,17
2024-03-09,9,2024,14
2024-03-10,10,2024,28
2024-04-06,13,2024,21
2024-04-08,14,2024,57
2024-04-11,14,2024,61
2025-05-12,19,2025,28
2024-04-13,14,2024,21
2024-04-16,15,2024,52
2024-04-23,16,2024,54
2024-05-05,18,2024,39
2024-05-18,19,2024,24
2024-05-25,20,2024,16
2024-06-01,21,2024,11
2024-06-07,22,2024,35
2024-06-08,22,2024,23
2024-06-09,23,2024,21
2024-06-11,23,2024,55
2024-06-27,25,2024,57
2024-06-15,23,2024,20
2024-06-21,24,2024,40
2024-06-29,25,2024,25
2024-06-30,26,2024,22
2025-05-19,20,2025,52
2024-07-24,29,2024,76
2024-07-26,29,2024,68
2024-07-27,29,2024,27
2024-07-31,30,2024,90
2024-08-02,30,2024,104
2024-08-04,31,2024,21
2024-08-06,31,2024,65
2024-08-11,32,2024,18
2024-08-15,32,2024,104
2024-08-28,34,2024,64
2025-04-21,16,2025,34
2024-08-29,34,2024,90
2024-09-01,35,2024,21
2024-12-19,50,2024,119
2024-09-05,35,2024,220
2024-09-08,36,2024,26
2024-09-13,36,2024,61
2024-09-14,36,2024,40
2024-09-15,37,2024,24
2024-10-13,41,2024,36
2024-09-21,37,2024,39
2025-04-16,15,2025,62
2024-09-28,38,2024,28
2024-10-04,39,2024,49
2024-10-05,39,2024,20
2024-10-11,40,2024,40
2025-03-13,10,2025,269
2024-10-12,40,2024,32
2024-10-21,42,2024,46
2024-10-19,41,2024,23
2024-10-23,42,2024,60
2024-10-22,42,2024,102
2024-10-27,43,2024,19
2024-10-28,43,2024,36
2024-10-31,43,2024,56
2024-11-01,43,2024,31
2024-11-02,43,2024,17
2024-11-11,45,2024,116
2024-11-09,44,2024,30
2024-11-15,45,2024,34
2024-11-17,46,2024,28
2024-12-25,51,2024,7
2024-11-24,47,2024,23
2024-11-28,47,2024,18
2024-11-30,47,2024,20
2024-12-08,49,2024,26
2024-12-12,49,2024,74
2024-12-14,49,2024,18
2025-01-02,0,2025,51
2024-12-17,50,2024,50
2025-04-29,17,2025,44
2024-12-24,51,2024,27
2024-12-27,51,2024,16
2024-12-30,52,2024,29
2025-01-01,0,2025,15
2025-01-03,0,2025,35
2025-01-06,1,2025,144
2025-03-08,9,2025,12
2025-01-09,1,2025,79
2025-01-12,2,2025,28
2025-01-14,2,2025,26
2025-04-10,14,2025,47
2025-01-20,3,2025,38
2025-01-22,3,2025,76
2025-04-26,16,2025,18
2025-04-02,13,2025,141
2025-03-01,8,2025,20
2025-01-31,4,2025,57
2025-02-14,6,2025,36
2025-02-04,5,2025,79
2025-02-09,6,2025,19
2025-03-06,9,2025,35
2025-02-10,6,2025,32
2025-02-21,7,2025,28
2025-02-22,7,2025,9
2025-02-24,8,2025,37
2025-02-25,8,2025,74
2025-03-29,12,2025,15
2025-03-07,9,2025,31
2025-04-14,15,2025,35
2025-03-20,11,2025,71
2025-03-23,12,2025,21
2025-03-15,10,2025,23
2025-03-16,11,2025,22
2025-03-17,11,2025,153
2025-03-28,12,2025,120
2025-03-25,12,2025,47
2025-03-19,11,2025,67
2025-04-18,15,2025,32
2025-05-08,18,2025,44
2025-03-21,11,2025,35
2025-03-24,12,2025,44
2025-06-09,23,2025,113
2025-04-24,16,2025,40
2025-03-30,13,2025,11
2025-04-05,13,2025,19
2025-04-06,14,2025,11
2025-04-09,14,2025,32
2025-04-11,14,2025,40
2025-04-13,15,2025,14
2025-04-23,16,2025,29
2025-04-19,15,2025,10
2025-04-20,16,2025,9
2025-04-25,16,2025,27
2025-04-27,17,2025,13
2025-05-02,17,2025,24
2025-05-10,18,2025,11
2025-05-14,19,2025,49
2025-05-15,19,2025,34
2025-05-18,20,2025,16
2025-05-22,20,2025,40
2025-05-24,20,2025,16
2025-05-26,21,2025,12
2025-05-27,21,2025,40
2025-05-28,21,2025,39
2025-05-29,21,2025,45
2025-06-02,22,2025,34
2025-06-04,22,2025,52
2025-06-05,22,2025,41
2023-04-14,15,2023,80
2022-05-19,20,2022,161
2022-06-09,23,2022,42
2022-05-08,19,2022,18
2022-05-09,19,2022,51
2022-05-21,20,2022,18
2022-05-25,21,2022,69
2022-05-29,22,2022,10
2022-06-03,22,2022,41
2022-06-04,22,2022,19
2022-06-08,23,2022,65
2022-06-12,24,2022,23
2022-06-13,24,2022,47
2022-07-02,26,2022,12
2022-07-10,28,2022,27
2022-07-18,29,2022,86
2022-07-20,29,2022,59
2022-07-28,30,2022,33
2022-07-29,30,2022,47
2022-07-31,31,2022,24
2022-04-30,17,2022,21
2022-05-03,18,2022,59
2022-05-13,19,2022,42
2022-05-18,20,2022,41
2023-04-01,13,2023,37
2023-03-04,9,2023,32
2022-04-29,17,2022,43
2022-05-10,19,2022,55
2022-05-11,19,2022,33
2022-05-14,19,2022,23
2022-05-22,21,2022,15
2022-05-28,21,2022,12
2022-05-30,22,2022,24
2022-06-05,23,2022,10
2022-09-06,36,2022,44
2022-07-22,29,2022,38
2022-07-23,29,2022,30
2022-07-26,30,2022,49
2022-08-06,31,2022,16
2022-08-07,32,2022,23
2022-08-08,32,2022,57
2022-08-17,33,2022,37
2022-08-19,33,2022,28
2022-08-20,33,2022,13
2022-08-21,34,2022,17
2022-08-22,34,2022,40
2022-08-23,34,2022,54
2022-08-25,34,2022,35
2022-08-26,34,2022,39
2022-08-28,35,2022,16
2022-08-29,35,2022,42
2022-08-31,35,2022,47
2022-09-02,35,2022,25
2022-09-03,35,2022,20
2022-09-04,36,2022,20
2022-09-05,36,2022,26
2022-09-08,36,2022,53
2022-09-10,36,2022,25
2022-09-11,37,2022,14
2022-09-12,37,2022,48
2022-09-13,37,2022,24
2022-09-16,37,2022,34
2022-09-17,37,2022,26
2022-09-18,38,2022,27
2022-09-24,38,2022,21
2022-09-25,39,2022,18
2022-09-30,39,2022,65
2022-10-02,40,2022,29
2022-10-05,40,2022,67
2022-10-06,40,2022,91
2022-10-07,40,2022,150
2022-10-08,40,2022,24
2022-10-09,41,2022,23
2022-10-13,41,2022,55
2022-10-14,41,2022,69
2022-10-20,42,2022,59
2022-10-16,42,2022,19
2022-10-17,42,2022,44
2022-10-18,42,2022,47
2022-10-21,42,2022,51
2022-10-23,43,2022,28
2022-10-30,44,2022,25
2022-11-05,44,2022,28
2022-11-09,45,2022,50
2022-11-19,46,2022,22
2022-11-20,47,2022,23
2022-11-21,47,2022,58
2022-11-23,47,2022,37
2022-11-26,47,2022,9
2022-11-27,48,2022,27
2022-11-29,48,2022,64
2022-12-02,48,2022,59
2022-12-11,50,2022,16
2022-12-14,50,2022,84
2022-12-18,51,2022,10
2022-12-19,51,2022,33
2022-12-21,51,2022,23
2022-12-22,51,2022,31
2022-12-23,51,2022,18
2022-12-26,52,2022,20
2022-12-27,52,2022,28
2022-12-30,52,2022,19
2023-01-01,1,2023,10
2023-01-02,1,2023,20
2023-01-09,2,2023,70
2023-01-17,3,2023,55
2023-01-20,3,2023,73
2023-01-29,5,2023,51
2023-02-05,6,2023,40
2023-02-08,6,2023,56
2023-02-11,6,2023,25
2023-02-13,7,2023,79
2023-02-18,7,2023,28
2023-02-26,9,2023,37
2023-03-05,10,2023,21
2023-03-06,10,2023,73
2023-03-11,10,2023,11
2023-03-12,11,2023,18
2023-03-15,11,2023,73
2023-03-16,11,2023,61
2023-03-17,11,2023,43
2023-03-30,13,2023,81
2023-04-02,14,2023,38
2023-04-10,15,2023,75
2023-04-22,16,2023,24
2023-04-23,17,2023,28
2023-04-26,17,2023,64
2023-04-28,17,2023,36
2023-05-02,18,2023,64
2024-07-06,26,2024,22
2024-08-10,31,2024,28
2024-09-22,38,2024,27
2024-10-20,42,2024,31
2024-11-03,44,2024,21
2024-11-16,45,2024,20
2024-12-07,48,2024,26
2024-12-23,51,2024,15
2024-12-28,51,2024,9
2025-01-18,2,2025,28
2023-04-20,16,2023,61
2023-03-18,11,2023,15
2023-04-15,15,2023,36
2023-01-15,3,2023,17
2023-11-10,45,2023,8
2022-06-19,25,2022,6
2022-12-17,50,2022,11
2022-12-24,51,2022,8
2024-12-21,50,2024,24
2017-01-27,4,2017,2
2023-11-12,46,2023,1
2016-09-15,37,2016,33
2016-09-24,38,2016,1
2016-06-20,25,2016,7
2016-08-10,32,2016,2
2016-08-23,34,2016,1
2016-09-06,36,2016,5
2016-10-10,41,2016,1
2018-03-21,11,2018,2
2016-08-16,33,2016,8
2016-11-01,44,2016,1
2016-08-26,34,2016,2
2016-10-03,40,2016,34
2017-02-02,5,2017,3
2017-02-09,6,2017,4
2017-02-18,7,2017,2
2017-02-20,8,2017,1
2017-02-22,8,2017,4
2017-02-23,8,2017,3
2017-02-26,9,2017,2
2017-03-01,9,2017,3
2017-03-06,10,2017,5
2017-03-13,11,2017,5
2017-03-20,12,2017,2
2017-03-21,12,2017,1
2017-04-04,14,2017,1
2017-04-06,14,2017,5
2017-04-12,15,2017,3
2017-04-17,16,2017,1
2017-04-26,17,2017,7
2017-05-10,19,2017,3
2016-07-29,30,2016,1
2016-07-31,31,2016,1
2016-08-15,33,2016,4
2016-08-22,34,2016,2
2016-08-24,34,2016,1
2016-09-05,36,2016,2
2016-09-09,36,2016,1
2016-09-27,39,2016,2
2017-01-03,1,2017,4
2017-01-09,2,2017,1
2017-01-17,3,2017,3
2017-06-06,23,2017,4
2017-01-01,1,2017,2
2017-01-02,1,2017,1
2017-01-04,1,2017,5
2017-01-06,1,2017,1
2017-01-07,1,2017,1
2017-01-10,2,2017,5
2017-01-12,2,2017,3
2017-01-16,3,2017,4
2017-01-19,3,2017,1
2017-01-20,3,2017,2
2017-05-26,21,2017,1
2017-01-23,4,2017,1
2017-01-24,4,2017,2
2017-01-25,4,2017,3
2017-01-26,4,2017,1
2017-05-31,22,2017,5
2017-01-30,5,2017,3
2017-01-31,5,2017,1
2017-05-24,21,2017,1
2017-05-25,21,2017,1
2021-01-03,1,2021,3
2021-04-03,13,2021,1
2024-01-01,0,2024,2
2016-12-21,51,2016,1
2017-04-18,16,2017,2
2017-08-18,33,2017,3
2025-05-11,19,2025,10
2025-05-04,18,2025,11
2025-05-17,19,2025,11
2018-03-17,10,2018,1
2018-03-25,12,2018,1
2016-07-12,28,2016,1
2016-07-20,29,2016,4
2016-08-02,31,2016,1
2016-08-17,33,2016,5
2016-08-19,33,2016,5
2016-09-29,39,2016,2
2016-10-08,40,2016,1
2016-10-13,41,2016,1
2016-10-26,43,2016,1
2017-01-13,2,2017,1
2017-01-28,4,2017,1
2016-08-09,32,2016,2
2016-10-20,42,2016,1
2016-08-01,31,2016,1
2016-08-05,31,2016,2
2016-10-07,40,2016,2
2016-09-22,38,2016,3
2016-09-26,39,2016,3
2016-09-30,39,2016,1
2017-01-14,2,2017,1
2016-12-13,50,2016,1
2016-08-03,31,2016,1
2016-08-08,32,2016,2
2016-08-11,32,2016,1
2016-08-12,32,2016,2
2016-08-27,34,2016,1
2016-08-29,35,2016,1
2016-09-03,35,2016,2
2016-09-08,36,2016,2
2016-09-19,38,2016,3
2016-09-25,39,2016,1
2016-10-02,40,2016,1
2016-10-04,40,2016,1
2016-10-06,40,2016,1
2017-06-17,24,2017,2
2017-11-26,48,2017,2
2017-12-03,49,2017,1
2017-03-16,11,2017,5
2016-07-11,28,2016,1
2016-08-25,34,2016,1
2016-08-13,32,2016,1
2016-08-18,33,2016,1
2016-09-07,36,2016,2
2016-09-23,38,2016,1
2016-09-28,39,2016,1
2016-10-01,39,2016,1
2016-10-05,40,2016,1
2017-02-03,5,2017,1
2017-02-04,5,2017,1
2017-02-06,6,2017,2
2017-02-14,7,2017,1
2017-02-16,7,2017,3
2017-02-24,8,2017,1
2017-03-02,9,2017,2
2017-03-05,10,2017,1
2017-03-07,10,2017,2
