date,week,year,mql_count
2021-10-21,42,2021,677
2021-11-04,44,2021,41
2021-11-15,46,2021,198
2021-12-14,50,2021,627
2022-08-24,34,2022,71
2022-04-18,16,2022,187
2022-07-11,28,2022,44
2022-07-14,28,2022,97
2024-06-03,22,2024,53
2024-06-14,23,2024,191
2024-07-01,26,2024,53
2018-02-24,7,2018,2
2017-09-11,37,2017,3
2017-09-16,37,2017,1
2017-12-16,50,2017,1
2020-02-11,6,2020,7
2020-02-21,7,2020,4
2020-04-08,14,2020,17
2020-06-12,23,2020,10
2020-11-24,47,2020,16
2020-11-28,47,2020,11
2020-12-01,48,2020,61
2020-12-04,48,2020,13
2020-12-22,51,2020,17
2021-01-04,1,2021,8
2021-01-08,1,2021,10
2021-01-27,4,2021,26
2021-03-22,12,2021,14
2017-01-18,3,2017,4
2018-02-18,7,2018,2
2018-05-10,18,2018,1
2018-07-03,26,2018,4
2018-07-05,26,2018,5
2018-07-06,26,2018,2
2018-07-10,27,2018,2
2018-07-11,27,2018,4
2018-07-14,27,2018,1
2018-07-18,28,2018,3
2019-01-21,3,2019,7
2020-03-09,10,2020,9
2020-06-07,23,2020,2
2020-07-22,29,2020,12
2024-01-05,0,2024,57
2024-02-27,8,2024,63
2024-06-13,23,2024,53
2019-04-16,15,2019,8
2018-05-31,21,2018,2
2018-12-17,50,2018,5
2019-01-02,0,2019,3
2019-01-18,2,2019,8
2019-02-01,4,2019,12
2019-03-04,9,2019,12
2019-02-26,8,2019,42
2019-02-27,8,2019,12
2019-03-19,11,2019,6
2019-03-20,11,2019,22
2019-04-09,14,2019,6
2019-06-27,25,2019,9
2019-06-18,24,2019,12
2019-06-19,24,2019,5
2019-06-20,24,2019,5
2019-06-25,25,2019,10
2019-07-09,27,2019,10
2019-07-20,28,2019,2
2019-07-24,29,2019,7
2019-08-09,31,2019,11
2019-08-18,33,2019,6
2019-08-27,34,2019,5
2019-11-22,46,2019,4
2020-02-13,6,2020,9
2020-01-10,1,2020,37
2020-02-06,5,2020,15
2020-01-14,2,2020,12
2020-01-21,3,2020,8
2020-01-16,2,2020,15
2020-02-19,7,2020,13
2020-04-02,13,2020,15
2020-04-03,13,2020,40
2020-04-17,15,2020,24
2020-04-20,16,2020,18
2020-04-21,16,2020,22
2020-04-23,16,2020,27
2020-04-30,17,2020,15
2020-05-04,18,2020,23
2020-05-18,20,2020,21
2018-04-30,17,2018,2
2018-05-23,20,2018,2
2018-07-02,26,2018,2
2018-07-21,28,2018,2
2018-07-29,30,2018,1
2018-12-22,50,2018,3
2019-01-09,1,2019,5
2019-01-13,2,2019,4
2019-02-05,5,2019,22
2019-02-08,5,2019,6
2019-02-11,6,2019,7
2019-02-13,6,2019,5
2019-02-24,8,2019,4
2019-03-05,9,2019,7
2019-03-13,10,2019,25
2019-03-14,10,2019,11
2019-04-12,14,2019,6
2019-04-17,15,2019,8
2021-02-23,8,2021,15
2024-03-05,9,2024,70
2024-03-14,10,2024,64
2024-05-23,20,2024,48
2024-08-21,33,2024,66
2024-09-12,36,2024,128
2024-12-09,49,2024,58
2024-11-13,45,2024,82
2019-04-25,16,2019,3
2018-07-27,29,2018,1
2018-08-13,32,2018,4
2018-09-03,35,2018,2
2018-09-27,38,2018,6
2018-10-14,41,2018,1
2018-10-16,41,2018,3
2018-10-17,41,2018,7
2018-10-18,41,2018,7
2018-10-28,43,2018,2
2018-11-06,44,2018,9
2018-11-25,47,2018,3
2018-12-14,49,2018,6
2018-12-19,50,2018,3
2018-12-21,50,2018,1
2018-12-28,51,2018,1
2019-01-08,1,2019,9
2019-02-17,7,2019,1
2019-05-07,18,2019,4
2019-03-06,9,2019,7
2019-03-15,10,2019,3
2019-03-16,10,2019,8
2019-03-26,12,2019,6
2019-04-28,17,2019,5
2019-05-09,18,2019,13
2019-05-26,21,2019,3
2019-06-24,25,2019,10
2019-06-28,25,2019,8
2019-06-29,25,2019,3
2019-08-29,34,2019,10
2019-09-04,35,2019,10
2019-09-05,35,2019,12
2019-09-22,38,2019,5
2019-10-22,42,2019,21
2019-10-28,43,2019,12
2019-10-30,43,2019,15
2019-11-03,44,2019,7
2019-11-24,47,2019,7
2019-12-05,48,2019,7
2019-12-02,48,2019,11
2019-12-23,51,2019,6
2020-01-22,3,2020,10
2020-01-28,4,2020,10
2020-03-04,9,2020,13
2020-03-20,11,2020,10
2020-03-26,12,2020,13
2020-04-10,14,2020,6
2020-04-15,15,2020,16
2020-05-09,18,2020,11
2022-02-21,8,2022,48
2022-02-22,8,2022,40
2022-03-01,9,2022,30
2022-04-01,13,2022,67
2022-06-01,22,2022,53
2022-06-20,25,2022,136
2022-06-21,25,2022,61
2023-05-03,18,2023,55
2019-04-20,15,2019,4
2019-04-23,16,2019,3
2019-04-24,16,2019,1
2019-12-18,50,2019,9
2019-11-13,45,2019,10
2019-09-26,38,2019,9
2019-10-02,39,2019,9
2019-10-03,39,2019,21
2019-10-10,40,2019,17
2019-10-05,39,2019,8
2019-10-07,40,2019,12
2019-10-08,40,2019,9
2019-10-16,41,2019,8
2019-10-13,41,2019,5
2019-10-14,41,2019,9
2019-10-20,42,2019,8
2019-10-26,42,2019,5
2019-10-27,43,2019,4
2019-11-02,43,2019,5
2019-11-06,44,2019,9
2019-11-07,44,2019,9
2019-11-09,44,2019,6
2019-11-10,45,2019,4
2019-11-15,45,2019,11
2019-11-16,45,2019,6
2019-11-18,46,2019,7
2019-11-19,46,2019,13
2019-11-20,46,2019,11
2019-11-26,47,2019,6
2019-11-27,47,2019,7
2019-11-29,47,2019,7
2019-12-07,48,2019,5
2019-12-09,49,2019,10
2019-12-10,49,2019,8
2019-12-11,49,2019,6
2019-12-14,49,2019,4
2020-01-09,1,2020,13
2019-12-19,50,2019,6
2020-01-07,1,2020,19
2019-12-20,50,2019,6
2020-01-08,1,2020,25
2021-06-11,23,2021,18
2021-07-28,30,2021,13
2021-10-28,43,2021,94
2020-10-14,41,2020,11
2020-10-13,41,2020,24
2020-07-24,29,2020,21
2019-11-17,46,2019,9
2019-11-21,46,2019,10
2019-11-23,46,2019,7
2019-11-30,47,2019,2
2019-12-03,48,2019,7
2019-12-06,48,2019,10
2019-12-08,49,2019,8
2019-12-12,49,2019,8
2020-01-06,1,2020,4
2020-01-17,2,2020,13
2020-01-20,3,2020,15
2020-01-31,4,2020,8
2020-02-01,4,2020,6
2020-03-17,11,2020,10
2020-03-24,12,2020,12
2020-04-05,14,2020,11
2020-04-09,14,2020,26
2020-10-05,40,2020,15
2020-04-28,17,2020,17
2020-04-29,17,2020,17
2020-05-02,17,2020,10
2020-05-03,18,2020,9
2020-05-05,18,2020,18
2020-05-10,19,2020,7
2020-05-14,19,2020,22
2020-05-16,19,2020,10
2020-05-17,20,2020,4
2020-05-19,20,2020,20
2020-05-30,21,2020,8
2020-08-25,34,2020,17
2021-03-10,10,2021,14
2020-07-05,27,2020,7
2020-07-07,27,2020,10
2020-08-09,32,2020,4
2020-09-22,38,2020,18
2020-09-23,38,2020,12
2020-09-25,38,2020,12
2020-09-27,39,2020,4
2020-09-28,39,2020,48
2020-09-30,39,2020,12
2020-10-22,42,2020,16
2020-10-27,43,2020,18
2020-11-09,45,2020,16
2020-11-10,45,2020,9
2020-11-11,45,2020,15
2020-12-02,48,2020,25
2020-11-20,46,2020,13
2020-11-21,46,2020,9
2020-11-23,47,2020,12
2020-12-18,50,2020,11
2020-12-28,52,2020,7
2021-01-28,4,2021,21
2021-01-22,3,2021,83
2021-02-01,5,2021,20
2021-02-18,7,2021,23
2021-02-05,5,2021,10
2021-02-07,6,2021,10
2021-03-18,11,2021,14
2021-02-12,6,2021,16
2021-02-22,8,2021,19
2021-02-15,7,2021,19
2021-02-17,7,2021,30
2021-02-19,7,2021,19
2021-02-20,7,2021,22
2021-02-21,8,2021,9
2021-02-26,8,2021,20
2021-03-02,9,2021,22
2021-03-03,9,2021,22
2021-03-04,9,2021,26
2021-03-12,10,2021,12
2021-03-13,10,2021,7
2021-03-16,11,2021,10
2021-03-26,12,2021,10
2021-03-28,13,2021,4
2021-04-24,16,2021,7
2021-03-31,13,2021,8
2021-05-06,18,2021,23
2021-04-14,15,2021,12
2021-04-09,14,2021,115
2021-04-12,15,2021,19
2021-04-13,15,2021,67
2021-04-18,16,2021,6
2021-04-17,15,2021,8
2021-04-21,16,2021,18
2021-04-22,16,2021,20
2021-04-29,17,2021,29
2021-05-05,18,2021,23
2021-05-11,19,2021,39
2021-05-10,19,2021,18
2021-05-14,19,2021,9
2021-05-16,20,2021,12
2021-05-17,20,2021,22
2021-05-18,20,2021,13
2021-05-20,20,2021,17
2021-05-21,20,2021,15
2021-06-01,22,2021,18
2021-06-02,22,2021,25
2021-06-04,22,2021,14
2021-06-09,23,2021,17
2022-12-15,50,2022,44
2024-08-03,30,2024,23
2018-09-16,37,2018,3
2018-09-20,37,2018,5
2018-10-20,41,2018,2
2018-10-31,43,2018,6
2018-12-10,49,2018,5
2019-03-12,10,2019,12
2019-05-06,18,2019,7
2019-07-15,28,2019,8
2019-07-22,29,2019,7
2018-05-06,18,2018,1
2018-07-22,29,2018,1
2018-08-01,30,2018,4
2018-08-10,31,2018,5
2018-08-12,32,2018,3
2018-08-14,32,2018,4
2018-08-21,33,2018,6
2018-08-22,33,2018,4
2018-08-26,34,2018,4
2018-08-27,34,2018,3
2018-10-21,42,2018,3
2018-11-01,43,2018,6
2018-11-05,44,2018,2
2018-11-09,44,2018,5
2018-11-13,45,2018,5
2018-11-29,47,2018,6
2018-12-15,49,2018,3
2019-01-10,1,2019,3
2019-01-05,0,2019,3
2019-01-16,2,2019,4
2019-01-17,2,2019,7
2019-01-19,2,2019,4
2019-01-25,3,2019,5
2019-01-26,3,2019,3
2019-02-12,6,2019,5
2019-02-18,7,2019,4
2019-02-25,8,2019,8
2019-03-28,12,2019,6
2020-01-02,0,2020,10
2020-01-03,0,2020,3
2020-01-12,2,2020,13
2020-02-04,5,2020,12
2020-03-02,9,2020,10
2024-02-05,5,2024,88
2024-04-24,16,2024,73
2024-08-07,31,2024,141
2024-09-25,38,2024,64
2024-10-26,42,2024,22
2021-03-29,13,2021,10
2020-10-12,41,2020,12
2020-11-03,44,2020,15
2020-01-13,2,2020,19
2020-01-27,4,2020,19
2020-02-08,5,2020,3
2020-02-24,8,2020,6
2020-03-03,9,2020,7
2020-03-18,11,2020,9
2020-03-25,12,2020,9
2020-05-22,20,2020,16
2020-04-16,15,2020,12
2020-04-18,15,2020,6
2020-04-26,17,2020,9
2020-05-11,19,2020,23
2020-05-12,19,2020,16
2020-05-15,19,2020,17
2020-05-27,21,2020,17
2020-06-30,26,2020,23
2020-07-16,28,2020,37
2020-08-06,31,2020,17
2020-07-28,30,2020,18
2020-07-29,30,2020,12
2020-08-03,31,2020,8
2020-09-17,37,2020,16
2020-08-08,31,2020,3
2020-08-11,32,2020,9
2020-08-27,34,2020,12
2020-08-29,34,2020,6
2020-09-01,35,2020,13
2020-09-03,35,2020,15
2020-09-04,35,2020,13
2020-10-03,39,2020,6
2020-09-08,36,2020,15
2020-09-09,36,2020,8
2020-10-19,42,2020,15
2020-10-31,43,2020,4
2020-11-17,46,2020,38
2020-11-14,45,2020,9
2020-11-22,47,2020,7
2020-11-27,47,2020,8
2020-12-03,48,2020,15
2020-12-05,48,2020,12
2020-12-07,49,2020,21
2020-12-17,50,2020,10
2020-12-19,50,2020,2
2020-12-21,51,2020,18
2020-12-23,51,2020,10
2020-12-31,52,2020,7
2021-01-13,2,2021,24
2021-01-10,2,2021,1
2021-01-11,2,2021,18
2021-01-12,2,2021,21
2021-01-19,3,2021,38
2021-01-14,2,2021,14
2021-01-15,2,2021,33
2021-01-16,2,2021,10
2021-02-04,5,2021,42
2021-01-17,3,2021,10
2021-01-23,3,2021,28
2021-01-24,4,2021,23
2021-01-26,4,2021,17
2021-02-02,5,2021,53
2021-02-03,5,2021,23
2021-02-06,5,2021,9
2021-11-16,46,2021,39
2024-03-07,9,2024,57
2024-05-01,17,2024,57
2024-07-17,28,2024,98
2024-08-16,32,2024,50
2025-05-30,21,2025,256
2020-01-15,2,2020,14
2023-09-07,36,2023,136
2020-03-27,12,2020,7
2020-03-23,12,2020,12
2020-08-16,33,2020,6
2020-08-07,31,2020,13
2020-08-10,32,2020,18
2020-08-13,32,2020,15
2020-10-06,40,2020,13
2020-01-23,3,2020,11
2019-12-30,52,2019,4
2020-01-11,1,2020,8
2020-02-26,8,2020,11
2020-06-17,24,2020,8
2020-04-12,15,2020,6
2020-08-18,33,2020,11
2020-08-02,31,2020,6
2020-09-10,36,2020,17
2020-10-02,39,2020,7
2020-11-08,45,2020,3
2020-10-20,42,2020,16
2020-11-16,46,2020,13
2020-12-08,49,2020,8
2021-01-07,1,2021,17
2020-12-13,50,2020,14
2020-12-26,51,2020,7
2021-01-29,4,2021,12
2021-02-08,6,2021,19
2021-05-22,20,2021,11
2020-03-16,11,2020,2
2020-03-21,11,2020,5
2021-10-08,40,2021,16
2020-07-09,27,2020,17
2021-09-23,38,2021,50
2021-03-20,11,2021,11
2021-03-24,12,2021,12
2021-04-04,14,2021,3
2021-04-07,14,2021,8
2021-04-10,14,2021,8
2021-04-11,15,2021,8
2021-04-19,16,2021,8
2021-04-20,16,2021,17
2021-04-26,17,2021,65
2021-05-04,18,2021,30
2021-05-07,18,2021,12
2021-05-09,19,2021,8
2021-05-13,19,2021,17
2021-05-15,19,2021,12
2021-05-19,20,2021,18
2021-05-24,21,2021,12
2021-05-26,21,2021,34
2021-05-27,21,2021,16
2021-05-31,22,2021,11
2023-03-03,9,2023,42
2021-08-14,32,2021,20
2021-10-11,41,2021,34
2021-10-12,41,2021,52
2021-10-19,42,2021,53
2021-11-09,45,2021,52
2022-01-11,2,2022,27
2021-12-17,50,2021,27
2022-01-05,1,2022,61
2022-01-15,2,2022,22
2022-01-26,4,2022,212
2022-01-31,5,2022,18
2022-02-07,6,2022,51
2022-02-24,8,2022,46
2022-03-09,10,2022,51
2022-03-16,11,2022,54
2022-03-23,12,2022,43
2022-03-21,12,2022,44
2022-03-27,13,2022,24
2023-01-23,4,2023,18
2022-04-21,16,2022,105
2022-04-12,15,2022,44
2022-04-15,15,2022,37
2022-04-20,16,2022,152
2022-04-22,16,2022,92
2022-08-11,32,2022,113
2022-08-16,33,2022,56
2022-08-27,34,2022,20
2022-08-30,35,2022,38
2022-09-01,35,2022,47
2022-09-21,38,2022,57
2022-09-23,38,2022,45
2022-10-04,40,2022,106
2022-11-01,44,2022,60
2022-11-03,44,2022,119
2022-11-04,44,2022,108
2022-11-13,46,2022,24
2022-11-17,46,2022,88
2022-12-20,51,2022,26
2023-01-18,3,2023,98
2023-01-22,4,2023,34
2023-02-02,5,2023,69
2023-02-03,5,2023,54
2023-02-07,6,2023,50
2023-02-10,6,2023,51
2023-04-07,14,2023,45
2023-02-17,7,2023,61
2023-02-19,8,2023,36
2023-02-20,8,2023,54
2023-02-21,8,2023,58
2023-02-22,8,2023,55
2023-02-25,8,2023,29
2023-02-28,9,2023,114
2023-03-22,12,2023,70
2023-03-27,13,2023,140
2023-03-28,13,2023,106
2023-04-05,14,2023,97
2023-04-06,14,2023,63
2023-04-08,14,2023,35
2023-04-16,16,2023,25
2023-04-18,16,2023,80
2023-05-06,18,2023,24
2021-07-31,30,2021,8
2019-09-13,36,2019,9
2019-09-18,37,2019,6
2020-08-17,33,2020,15
2020-11-12,45,2020,11
2021-04-28,17,2021,44
2021-10-01,39,2021,22
2022-01-01,0,2022,10
2021-11-19,46,2021,72
2021-12-23,51,2021,27
2022-01-25,4,2022,52
2022-01-27,4,2022,37
2022-02-20,8,2022,21
2022-02-23,8,2022,85
2023-01-07,1,2023,23
2023-01-28,4,2023,27
2023-01-31,5,2023,138
2023-02-09,6,2023,72
2023-03-13,11,2023,74
2020-05-24,21,2020,11
2020-12-06,49,2020,12
2020-12-30,52,2020,13
2020-09-21,38,2020,9
2020-03-06,9,2020,10
2020-05-06,18,2020,16
2020-07-03,26,2020,8
2020-07-06,27,2020,13
2020-07-12,28,2020,9
2020-07-14,28,2020,14
2020-09-13,37,2020,7
2020-08-23,34,2020,8
2020-08-31,35,2020,5
2020-09-02,35,2020,10
2020-09-07,36,2020,10
2020-10-09,40,2020,8
2020-09-11,36,2020,11
2020-09-18,37,2020,11
2020-09-14,37,2020,12
2020-09-26,38,2020,7
2020-10-29,43,2020,9
2020-10-24,42,2020,6
2020-12-11,49,2020,11
2020-12-29,52,2020,11
2021-01-05,1,2021,19
2021-01-31,5,2021,2
2020-01-19,3,2020,2
2020-05-31,22,2020,8
2020-07-13,28,2020,11
2020-07-04,26,2020,3
2019-09-25,38,2019,7
2019-09-06,35,2019,15
2019-08-31,34,2019,4
2019-09-19,37,2019,13
2019-09-01,35,2019,3
2019-09-03,35,2019,8
2019-09-08,36,2019,7
2019-09-10,36,2019,5
2019-09-11,36,2019,7
2019-09-12,36,2019,6
2019-09-20,37,2019,9
2019-09-27,38,2019,7
2019-09-28,38,2019,3
2019-09-29,39,2019,2
2019-10-01,39,2019,6
2019-10-19,41,2019,4
2019-11-01,43,2019,8
2019-11-08,44,2019,2
2019-12-01,48,2019,6
2019-12-13,49,2019,3
2019-12-31,52,2019,5
2020-02-07,5,2020,8
2020-01-18,2,2020,5
2020-01-25,3,2020,3
2020-01-29,4,2020,8
2020-02-03,5,2020,13
2020-02-05,5,2020,12
2020-02-15,6,2020,4
2020-02-16,7,2020,4
2020-02-23,8,2020,6
2020-02-22,7,2020,3
2020-02-28,8,2020,9
2020-02-29,8,2020,2
2020-03-01,9,2020,3
2020-03-05,9,2020,15
2020-03-07,9,2020,5
2020-03-13,10,2020,7
2020-03-14,10,2020,5
2020-03-15,11,2020,4
2020-03-19,11,2020,5
2020-03-22,12,2020,3
2020-03-28,12,2020,3
2020-03-29,13,2020,6
2020-04-01,13,2020,12
2020-04-19,16,2020,6
2020-04-25,16,2020,6
2020-05-08,18,2020,14
2020-05-23,20,2020,7
2020-05-28,21,2020,8
2020-06-15,24,2020,12
2020-06-20,24,2020,2
2020-06-27,25,2020,8
2020-07-08,27,2020,11
2020-07-11,27,2020,5
2020-07-18,28,2020,4
2020-07-25,29,2020,6
2020-08-01,30,2020,7
2022-05-15,20,2022,21
2022-07-17,29,2022,41
2020-02-09,6,2020,2
2021-10-06,40,2021,34
2021-11-01,44,2021,35
2021-11-22,47,2021,33
2022-01-12,2,2022,107
2022-01-04,1,2022,59
2022-05-17,20,2022,39
2022-05-27,21,2022,22
2022-09-19,38,2022,54
2022-09-20,38,2022,122
2022-10-19,42,2022,69
2022-10-24,43,2022,59
2016-09-01,35,2016,2
2018-12-02,48,2018,2
2018-12-03,48,2018,1
2018-12-05,48,2018,4
2018-12-07,48,2018,2
2018-12-08,48,2018,2
2018-12-09,49,2018,4
2018-12-13,49,2018,1
2018-12-20,50,2018,3
2018-12-23,51,2018,2
2018-12-24,51,2018,1
2018-12-26,51,2018,1
2018-12-27,51,2018,4
2018-12-29,51,2018,2
2018-12-30,52,2018,5
2018-12-31,52,2018,2
2019-01-06,1,2019,2
2019-01-12,1,2019,8
2019-01-14,2,2019,3
2019-01-15,2,2019,9
2019-01-20,3,2019,4
2019-01-27,4,2019,2
2019-02-06,5,2019,6
2019-02-07,5,2019,4
2019-02-09,5,2019,4
2019-02-10,6,2019,3
2019-02-14,6,2019,7
2019-02-15,6,2019,6
2019-02-19,7,2019,6
2019-02-21,7,2019,1
2019-02-23,7,2019,4
2019-02-28,8,2019,1
2019-03-02,8,2019,4
2019-03-09,9,2019,2
2019-03-10,10,2019,2
2019-03-17,11,2019,2
2019-03-18,11,2019,3
2019-03-22,11,2019,5
2019-03-23,11,2019,1
2019-03-24,12,2019,7
2019-03-29,12,2019,8
2019-03-30,12,2019,1
2019-03-31,13,2019,2
2019-04-02,13,2019,3
2019-04-04,13,2019,6
2019-04-05,13,2019,4
2019-04-06,13,2019,5
2019-04-07,14,2019,6
2019-04-08,14,2019,4
2019-04-10,14,2019,8
2019-05-01,17,2019,5
2019-05-02,17,2019,5
2019-05-03,17,2019,7
2019-05-04,17,2019,2
2019-05-05,18,2019,3
2019-05-14,19,2019,8
2019-05-15,19,2019,8
2019-05-18,19,2019,3
2019-05-19,20,2019,4
2019-05-24,20,2019,4
2019-05-25,20,2019,4
2019-05-27,21,2019,2
2019-05-30,21,2019,9
2019-05-31,21,2019,7
2019-06-01,21,2019,4
2019-06-02,22,2019,2
2019-06-03,22,2019,4
2019-06-04,22,2019,11
2019-06-12,23,2019,6
2019-06-15,23,2019,6
2019-06-16,24,2019,2
2019-06-17,24,2019,9
2019-06-22,24,2019,4
2019-06-23,25,2019,6
2019-07-01,26,2019,1
2019-07-03,26,2019,3
2019-07-05,26,2019,4
2019-07-06,26,2019,1
2019-07-13,27,2019,3
2019-07-16,28,2019,6
2019-07-17,28,2019,10
2019-07-19,28,2019,7
2019-07-27,29,2019,6
2019-07-30,30,2019,4
2019-08-03,30,2019,4
2019-08-05,31,2019,7
2019-08-11,32,2019,1
2019-08-17,32,2019,3
2019-08-21,33,2019,8
2019-08-24,33,2019,2
2019-08-25,34,2019,4
2019-09-14,36,2019,3
2018-09-14,36,2018,4
2018-09-22,37,2018,3
2018-09-30,39,2018,2
2018-11-07,44,2018,5
2018-10-10,40,2018,3
2018-11-22,46,2018,1
2017-05-28,22,2017,1
2018-08-04,30,2018,1
2018-08-05,31,2018,1
2018-08-07,31,2018,3
2018-08-25,33,2018,2
2018-08-29,34,2018,2
2018-08-31,34,2018,1
2018-09-01,34,2018,1
2018-09-05,35,2018,2
2018-09-15,36,2018,1
2018-09-23,38,2018,2
2018-10-02,39,2018,3
2018-10-05,39,2018,2
2018-10-07,40,2018,3
2018-10-19,41,2018,5
2018-10-27,42,2018,1
2018-10-29,43,2018,3
2018-10-30,43,2018,4
2018-11-02,43,2018,2
2018-11-04,44,2018,1
2018-11-08,44,2018,3
2018-11-10,44,2018,2
2018-11-14,45,2018,5
2018-11-18,46,2018,2
2018-11-20,46,2018,2
2018-11-23,46,2018,1
2018-11-30,47,2018,2
2018-12-01,47,2018,1
2024-01-19,2,2024,110
2024-06-26,25,2024,68
2024-08-26,34,2024,56
2024-09-18,37,2024,76
2025-01-07,1,2025,57
2024-12-20,50,2024,45
2025-04-30,17,2025,28
2022-04-25,17,2022,64
2018-12-16,50,2018,1
2024-01-03,0,2024,47
2024-01-26,3,2024,63
2022-01-14,2,2022,38
2019-10-12,40,2019,4
2019-12-15,50,2019,2
2020-04-11,14,2020,3
2020-04-13,15,2020,14
2022-02-08,6,2022,20
2022-06-15,24,2022,20
2022-07-27,30,2022,62
2022-06-17,24,2022,17
2022-07-07,27,2022,82
2022-11-11,45,2022,51
2023-05-26,21,2023,51
2023-04-17,16,2023,80
2023-07-07,27,2023,50
2023-08-27,35,2023,31
2020-08-19,33,2020,13
2020-09-19,37,2020,4
2020-09-24,38,2020,12
2020-12-12,49,2020,8
2020-10-01,39,2020,11
2020-10-25,43,2020,1
2020-10-26,43,2020,12
2020-11-01,44,2020,3
2020-11-13,45,2020,11
2020-11-18,46,2020,10
2020-12-16,50,2020,13
2020-12-27,52,2020,4
2021-01-02,0,2021,3
2022-06-10,23,2022,43
2022-11-16,46,2022,64
2023-05-18,20,2023,69
2023-05-25,21,2023,91
2023-07-06,27,2023,106
2023-08-28,35,2023,81
2023-09-13,37,2023,72
2023-09-19,38,2023,55
2023-12-18,51,2023,46
2024-07-02,26,2024,50
2017-01-05,1,2017,3
2019-12-24,51,2019,4
2019-12-25,51,2019,3
2019-12-26,51,2019,1
2019-12-27,51,2019,3
2019-12-28,51,2019,2
2019-12-29,52,2019,1
2020-01-01,0,2020,2
2020-10-08,40,2020,11
2020-11-26,47,2020,8
2024-07-21,29,2024,16
2021-03-19,11,2021,12
2021-10-13,41,2021,36
2021-09-21,38,2021,34
2021-10-05,40,2021,58
2017-06-02,22,2017,3
2021-09-12,37,2021,27
2021-09-22,38,2021,58
2022-01-24,4,2022,49
2022-09-14,37,2022,233
2022-07-24,30,2022,31
2022-03-11,10,2022,35
2022-03-15,11,2022,42
2022-03-31,13,2022,70
2022-04-07,14,2022,58
2022-07-15,28,2022,60
2022-04-11,15,2022,51
2022-06-14,24,2022,78
2022-06-18,24,2022,21
2022-06-22,25,2022,73
2022-08-10,32,2022,15
2023-03-31,13,2023,70
2020-11-06,44,2020,8
2022-05-24,21,2022,76
2022-05-23,21,2022,68
2022-06-07,23,2022,45
2022-06-16,24,2022,53
2022-07-21,29,2022,61
2022-08-09,32,2022,128
2022-08-12,32,2022,46
2023-11-08,45,2023,52
2023-11-14,46,2023,169
2023-11-15,46,2023,146
2023-11-16,46,2023,510
2023-12-08,49,2023,57
2024-05-03,17,2024,40
2023-12-11,50,2023,63
2023-11-30,48,2023,59
2022-09-28,39,2022,89
2023-09-06,36,2023,52
2023-02-23,8,2023,92
2023-07-13,28,2023,109
2023-10-25,43,2023,79
2024-01-16,2,2024,191
2023-08-01,31,2023,101
2023-08-24,34,2023,81
2023-07-27,30,2023,113
2024-07-29,30,2024,120
2023-01-24,4,2023,158
2023-06-13,24,2023,121
2023-02-16,7,2023,153
2023-05-14,20,2023,27
2023-05-27,21,2023,39
2023-07-18,29,2023,94
2023-07-19,29,2023,71
2023-08-30,35,2023,74
2023-09-08,36,2023,39
2023-12-04,49,2023,52
2023-12-02,48,2023,29
2023-12-07,49,2023,62
2023-12-05,49,2023,116
2023-10-02,40,2023,486
2023-11-29,48,2023,57
2023-12-01,48,2023,44
2023-12-12,50,2023,72
2023-12-10,50,2023,25
2023-10-29,44,2023,22
2023-11-27,48,2023,67
2023-12-13,50,2023,61
2023-12-09,49,2023,22
2023-12-03,49,2023,32
2023-11-22,47,2023,27
2023-12-06,49,2023,65
2023-12-14,50,2023,54
2024-03-06,9,2024,73
2024-06-17,24,2024,93
2024-07-03,26,2024,61
2020-10-16,41,2020,7
2020-08-14,32,2020,13
2020-08-15,32,2020,5
2020-08-21,33,2020,9
2020-08-22,33,2020,5
2020-09-06,36,2020,3
2020-08-30,35,2020,2
2020-09-05,35,2020,5
2020-09-15,37,2020,11
2020-09-12,36,2020,3
2020-09-20,38,2020,4
2020-09-29,39,2020,11
2020-10-04,40,2020,4
2020-10-17,41,2020,4
2020-10-07,40,2020,10
2020-10-10,40,2020,3
2020-10-11,41,2020,5
2020-10-18,42,2020,2
2020-10-21,42,2020,13
2020-10-23,42,2020,5
2020-10-30,43,2020,5
2020-11-04,44,2020,8
2020-11-07,44,2020,2
2020-11-15,46,2020,5
2020-11-25,47,2020,14
2020-11-29,48,2020,8
2020-11-30,48,2020,16
2020-12-09,49,2020,19
2020-12-14,50,2020,19
2020-12-15,50,2020,21
2021-01-06,1,2021,10
2021-01-09,1,2021,2
2021-04-05,14,2021,12
2021-01-30,4,2021,2
2021-02-11,6,2021,44
2021-02-10,6,2021,4
2021-02-13,6,2021,4
2021-02-14,7,2021,13
2021-02-25,8,2021,16
2021-02-24,8,2021,18
2021-02-27,8,2021,6
2021-02-28,9,2021,5
2021-03-01,9,2021,18
2021-03-05,9,2021,16
2021-03-06,9,2021,5
2021-03-07,10,2021,5
2021-03-08,10,2021,4
2021-03-09,10,2021,10
2021-03-11,10,2021,18
2021-03-14,11,2021,9
2021-03-15,11,2021,8
2021-04-16,15,2021,6
2021-03-21,12,2021,8
2021-03-23,12,2021,17
2021-03-25,12,2021,9
2021-03-27,12,2021,2
2021-04-01,13,2021,11
2021-04-02,13,2021,5
2021-04-06,14,2021,13
2021-04-08,14,2021,12
2021-04-15,15,2021,7
2021-04-23,16,2021,11
2021-04-25,17,2021,6
2021-05-02,18,2021,11
2021-05-03,18,2021,19
2021-05-12,19,2021,19
2021-05-23,21,2021,5
2021-05-28,21,2021,7
