Email Name,Sent,Delivered,% Delivered,Hard Bounced,Soft Bounced,Pending,Opened,% Opened,Clicked Email,% Clicked Email,Clicked to Opened Ratio,Unsubscribed,% Unsubscribed,First Activity (PDT),Last Activity (PDT),Include,days_between
CD | State of referral marketing report 2024-ADVC-RRT-ADV-NAM-1223.Content download follow-up,37,31,83.80%,3,3,0,16,51.60%,8,25.80%,50.00%,1,3.20%,"Dec 19, 2023 12:52 PM","Sep 26, 2024 11:30 AM",0,282
CD | Stio x Clique Affiliate x impact-PARS-AGEN-CSB-IMP-NAM-1223.Content download follow-up v 2023,8,8,100.00%,0,0,0,3,37.50%,1,12.50%,33.30%,0,0.00%,"Jan 3, 2024 3:28 AM","Feb 12, 2024 3:52 PM",0,41
CD | Tap into the partnership for growth-INTE-OST-IMP-0823.Content download follow-up,1,1,100.00%,0,0,0,1,100.00%,0,0.00%,,0,0.00%,"Oct 6, 2023 10:12 AM","Oct 6, 2023 9:26 PM",0,0
CD | The Australian customer referral marketing report 2024-refr-rrt-adv-ed-apac.Content download follow-up v 2024,16,15,93.80%,1,0,0,9,60.00%,2,13.30%,22.20%,0,0.00%,"Aug 26, 2024 9:33 PM","Jan 15, 2025 10:40 PM",0,142
CD | The Incrementality Playbook - Prove your affiliate revenue's true impact.Content download follow-up v 2024,360,333,92.50%,15,12,0,204,61.30%,60,18.00%,29.40%,4,1.20%,"Feb 3, 2025 9:36 AM","Jun 2, 2025 12:37 AM",0,119
CD | The modern customer journey: Understanding multi-touch discovery.Content download follow-up v 2024,93,87,93.50%,4,2,0,41,47.10%,12,13.80%,29.30%,0,0.00%,"Feb 13, 2025 6:39 PM","May 23, 2025 11:26 AM",0,99
CD | The Motherhood-PARS-CSB-STU-0722.Content download follow-up,4,4,100.00%,0,0,0,1,25.00%,0,0.00%,,0,0.00%,"Jul 11, 2023 3:40 PM","Feb 12, 2024 3:52 PM",0,216
CD | The Publisher’s Path to Success: Courses and Certifications.Content download follow-up v 2024,2,2,100.00%,0,0,0,2,100.00%,1,50.00%,50.00%,0,0.00%,"Nov 16, 2024 10:07 AM","Dec 18, 2024 3:28 AM",0,32
CD | The ultimate Australian influencer marketing playbook.Content download follow-up v 2024,34,34,100.00%,0,0,0,19,55.90%,3,8.80%,15.80%,0,0.00%,"Nov 26, 2024 3:02 AM","Jun 3, 2025 8:17 AM",0,189
CD | The ultimate guide to becoming an affiliate publisher-AFFP-EBK-0922.Content download follow-up,11,11,100.00%,0,0,0,5,45.50%,2,18.20%,40.00%,0,0.00%,"Jul 11, 2023 12:31 AM","Jan 18, 2024 5:48 PM",0,192
CD | The ultimate playbook for influencer marketing in Indonesia-INFL-EBK-SEA-0823.Content download follow-up,2,2,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Nov 9, 2023 2:56 PM","Dec 12, 2023 2:11 AM",0,32
CD | The ultimate playbook for influencer marketing in SEA-INFL-EBK-SEA-1122.Content download follow-up,121,113,93.40%,6,2,0,57,50.40%,18,15.90%,31.60%,1,0.90%,"Jun 7, 2023 4:43 PM","May 22, 2025 2:17 AM",0,714
CD | TikTok marketing playbook for brands 2024-infl-ebk-crb-ed-nam.Content download follow-up v 2024,63,57,90.50%,4,1,0,30,52.60%,12,21.10%,40.00%,1,1.80%,"May 14, 2024 9:27 AM","Mar 31, 2025 12:22 PM",0,321
CD | Trackonomics Funnel Relay-AFFA-COMC-OST-TRX-0922.Content download follow-up,1,1,100.00%,0,0,0,1,100.00%,0,0.00%,,0,0.00%,"Jul 20, 2023 8:14 AM","Jul 20, 2023 9:46 AM",0,0
CD | Travelstart Customer Testimonial-TRVL-VID-PMP-0323.Content download follow-up,1,1,100.00%,0,0,0,1,100.00%,1,100.00%,100.00%,0,0.00%,"Oct 17, 2024 2:04 AM","Oct 17, 2024 2:12 AM",0,0
CD | Turn customers into revenue-generating advocates-refr-ebk-adv-ed-nam-0624.Content download follow-up v 2024,20,20,100.00%,0,0,0,11,55.00%,5,25.00%,45.50%,0,0.00%,"Jul 30, 2024 10:35 AM","May 7, 2025 12:03 PM",0,281
CD | Ulta Beauty and Rise Interactive-AFFA-PARS-CSB-NAM-IMP-0923.Content download follow-up v 2023,21,21,100.00%,0,0,0,14,66.70%,1,4.80%,7.10%,0,0.00%,"Oct 2, 2023 6:25 AM","Jan 29, 2024 8:39 AM",0,119
CD | Ultimate guide to affiliate mkting in fin services-AFFA-FINS-EBK-0822.Content download follow-up,13,11,84.60%,2,0,0,5,45.50%,1,9.10%,20.00%,0,0.00%,"Jul 10, 2023 10:44 PM","Jan 28, 2024 12:29 PM",0,202
CD | Ultimate guide to commerce content maturity-COMC-EBK-TRX-0922.Content download follow-up,6,6,100.00%,0,0,0,5,83.30%,0,0.00%,,0,0.00%,"Jun 27, 2023 7:55 PM","Nov 24, 2023 12:31 AM",0,149
CD | Ultimate guide to partnership marketing-PARS-EBK-EMEA-PMP-0423-GER.Content download follow-up - German,3,3,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Dec 1, 2023 12:51 AM","May 4, 2024 11:59 AM",0,155
CD | Virgin Australia-PARS-CSB-APAC-IMP-1123.Content download follow-up v 2023,4,4,100.00%,0,0,0,3,75.00%,1,25.00%,33.30%,0,0.00%,"Nov 20, 2023 9:31 AM","Apr 30, 2024 2:00 AM",0,162
CD | Vivaia-INFL-CSB-NAM-0823.Content download follow-up,5,4,80.00%,1,0,0,1,25.00%,0,0.00%,,0,0.00%,"Sep 7, 2023 3:10 PM","Nov 3, 2023 10:08 AM",0,57
CD | What brands want: building successful creator partnerships-INFL-RRT-1023.Content download follow-up,32,29,90.60%,2,1,0,20,69.00%,8,27.60%,40.00%,0,0.00%,"Oct 16, 2023 11:20 PM","Sep 20, 2024 11:02 AM",0,339
CD | ZALORA-PARS-CSB-1022.Content download follow-up,7,7,100.00%,0,0,0,2,28.60%,1,14.30%,50.00%,0,0.00%,"Jul 14, 2023 3:16 AM","Jun 28, 2024 2:14 AM",0,350
CD | Zero Co-PARS-CSB-APAC-1022.Content download follow-up,1,1,100.00%,0,0,0,0,0.00%,0,0.00%,,0,0.00%,"Jan 29, 2024 8:48 AM","Jan 29, 2024 8:48 AM",0,0
CD |Guide to influencer tiers: from nano creators to megastars-INFL-EBK-NAM-0623.Content download follow-up,143,138,96.50%,4,1,0,79,57.20%,15,10.90%,19.00%,0,0.00%,"Jul 10, 2023 2:15 PM","Apr 30, 2024 9:20 AM",0,295
"Demo - Applying as an affiliate, influencer, or other partner type.Follow up email",954,830,87.00%,52,70,0,622,74.90%,376,45.30%,60.50%,5,0.60%,"Jun 6, 2023 12:39 AM","Jun 6, 2025 8:14 AM",1,731
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 14 - The iPX23 app is officially here!,380,370,97.40%,4,6,0,261,70.50%,131,35.40%,50.20%,1,0.30%,"Jun 6, 2023 2:00 PM","Feb 7, 2025 3:56 PM",1,612
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 15 - Doors open tomorrow at 2:00 PM!,383,373,97.40%,1,9,0,223,59.80%,2,0.50%,0.90%,0,0.00%,"Jun 12, 2023 10:00 AM","Feb 7, 2025 4:04 PM",1,606
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 16 - Doors open tomorrow at 8:00 AM!,429,396,92.30%,15,18,0,250,63.10%,2,0.50%,0.80%,1,0.30%,"Jun 13, 2023 7:30 PM","Mar 22, 2024 8:57 AM",1,283
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 17 - Share your feedback on iPX23!,330,314,95.20%,2,14,0,190,60.50%,37,11.80%,19.50%,0,0.00%,"Jun 15, 2023 6:00 AM","Jun 29, 2023 12:42 PM",1,14
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 18 - FWD: Share your feedback on iPX23! (fake forward),326,318,97.50%,0,8,0,197,61.90%,41,12.90%,20.80%,1,0.30%,"Jun 20, 2023 9:00 AM","Jul 17, 2023 10:27 AM",1,27
Event-Hosted | 2023-06-13 | impact.com's Partnerships Experience 2023 (iPX23).Email 19 - Rewatch your favorite iPX23 sessions on demand,424,396,93.40%,12,16,0,220,55.60%,26,6.60%,11.80%,0,0.00%,"Jul 7, 2023 2:30 PM","Nov 20, 2023 1:44 PM",1,136
Event-Hosted | 2023-06-14 | iPX23 Livestream.Email 11 - Today’s the day: iPX23 livestream link inside!,431,421,97.70%,2,8,0,254,60.30%,109,25.90%,42.90%,2,0.50%,"Jun 14, 2023 4:30 AM","Mar 16, 2025 5:41 AM",1,641
Event-Hosted | 2023-06-14 | iPX23 VIP Breakfast.Email 1 - Exclusive invite to the iPX23 VIP Breakfast,245,237,96.70%,1,7,0,45,19.00%,28,11.80%,62.20%,1,0.40%,"Jun 8, 2023 9:00 AM","Nov 18, 2023 8:44 AM",1,163
Event-Hosted | 2023-06-28 | iPX2023 London.Email 1 - It’s nearly time for iPX2023 London!,70,67,95.70%,2,1,0,40,59.70%,6,9.00%,15.00%,0,0.00%,"Jun 21, 2023 4:00 AM","Jun 28, 2023 3:59 AM",0,7
Event-Hosted | 2023-06-28 | iPX2023 London.Email 1 - It’s nearly time for iPX2023 London!,70,67,95.70%,2,1,0,40,59.70%,6,9.00%,15.00%,0,0.00%,"Jun 21, 2023 4:00 AM","Jun 28, 2023 3:59 AM",0,7
Event-Hosted | 2023-06-28 | iPX2023 London.Email 2 - It’s happening tomorrow!,87,83,95.40%,1,3,0,51,61.40%,9,10.80%,17.60%,0,0.00%,"Jun 27, 2023 4:00 AM","Jul 5, 2023 9:58 AM",0,8
Event-Hosted | 2023-06-28 | iPX2023 London.Email 2 - It’s happening tomorrow!,87,83,95.40%,1,3,0,51,61.40%,9,10.80%,17.60%,0,0.00%,"Jun 27, 2023 4:00 AM","Jul 5, 2023 9:58 AM",0,8
Event-Hosted | 2023-06-28 | iPX2023 London.Email 3 - It was great to see you yesterday!,48,46,95.80%,0,2,0,26,56.50%,9,19.60%,34.60%,0,0.00%,"Jun 29, 2023 4:00 AM","Jul 7, 2023 1:25 PM",0,8
Event-Hosted | 2023-06-28 | iPX2023 London.Email 3 - It was great to see you yesterday!,48,46,95.80%,0,2,0,26,56.50%,9,19.60%,34.60%,0,0.00%,"Jun 29, 2023 4:00 AM","Jul 7, 2023 1:25 PM",0,8
Event-Hosted | 2023-06-28 | iPX2023 London.Email 4 - iPX2023 London content on demand is here!,46,45,97.80%,0,1,0,25,55.60%,10,22.20%,40.00%,0,0.00%,"Jul 10, 2023 7:30 AM","Sep 13, 2023 2:20 PM",0,65
Event-Hosted | 2023-06-28 | iPX2023 London.Email 4 - iPX2023 London content on demand is here!,46,45,97.80%,0,1,0,25,55.60%,10,22.20%,40.00%,0,0.00%,"Jul 10, 2023 7:30 AM","Sep 13, 2023 2:20 PM",0,65
Event-Hosted | 2023-06-28 | iPX2023 London.Email 5 - We missed you!,29,28,96.60%,0,1,0,19,67.90%,1,3.60%,5.30%,0,0.00%,"Jul 10, 2023 9:30 AM","Jul 12, 2023 1:24 AM",0,2
Event-Hosted | 2023-06-28 | iPX2023 London.Email 5 - We missed you!,29,28,96.60%,0,1,0,19,67.90%,1,3.60%,5.30%,0,0.00%,"Jul 10, 2023 9:30 AM","Jul 12, 2023 1:24 AM",0,2
Event-Hosted | 2023-07-31 | ASE Dinner with impact (for Affiliate Summit East).Email 1 - You’re invited to dinner with impact.com!,249,211,84.70%,29,9,0,75,35.50%,10,4.70%,13.30%,1,0.50%,"Jul 26, 2023 10:30 AM","Aug 1, 2023 3:57 PM",0,6
Event-Hosted | 2023-08-31 | iPX Sydney 2023.Email 2 - iPX Sydney speakers revealed - one month to go!,300,290,96.70%,3,7,0,157,54.10%,63,21.70%,40.10%,3,1.00%,"Jul 30, 2023 5:00 PM","Mar 26, 2024 7:55 PM",0,240
Event-Hosted | 2023-08-31 | iPX Sydney 2023.Email 3 - The countdown is on for iPX Sydney - one week to go!,225,214,95.10%,7,4,0,142,66.40%,53,24.80%,37.30%,0,0.00%,"Aug 23, 2023 10:30 PM","Aug 4, 2024 8:48 PM",0,347
Event-Hosted | 2023-08-31 | iPX Sydney 2023.Email 4 - Thanks for coming to iPX Sydney - check out the photos!,154,151,98.10%,0,3,0,111,73.50%,72,47.70%,64.90%,0,0.00%,"Sep 4, 2023 9:00 PM","May 22, 2024 4:44 PM",0,261
Event-Hosted | 2023-09-11 | Santa Barbara Zoo Happy Hour.Email 1 - Save the date for sunset cocktails at the zoo!,"5,441","5,154",94.70%,75,212,0,"1,318",25.60%,30,0.60%,2.30%,13,0.30%,"Aug 3, 2023 1:00 PM","Nov 21, 2024 6:45 AM",1,476
Event-Hosted | 2023-09-11 | Santa Barbara Zoo Happy Hour.Email 2 - See you tonight at the Santa Barbara Zoo!,182,175,96.20%,0,7,0,119,68.00%,2,1.10%,1.70%,0,0.00%,"Sep 11, 2023 6:00 PM","Sep 23, 2023 2:19 PM",1,12
Event-Hosted | 2023-09-11 | Santa Barbara Zoo Happy Hour.Email 3 - Thanks for joining us at the zoo!,141,137,97.20%,3,1,0,114,83.20%,69,50.40%,60.50%,0,0.00%,"Sep 18, 2023 2:00 PM","Sep 8, 2024 8:06 PM",1,356
Event-Hosted | 2023-10-03 | impact Austin VIP Dinner.Email 1 - Join us for dinner at Josephine House!,132,115,87.10%,11,6,0,44,38.30%,4,3.50%,9.10%,0,0.00%,"Sep 26, 2023 12:00 PM","Oct 3, 2023 3:40 PM",1,7
"Event-Hosted | 2023-10-04 | Partnerships IRL - Dallas.Email 1 - You’re invited, (first name): Creator Series, Dallas","5,265","4,389",83.40%,595,281,0,"1,211",27.60%,50,1.10%,4.10%,30,0.70%,"Sep 6, 2023 1:00 PM","Dec 2, 2024 9:21 AM",1,453
Event-Hosted | 2023-10-04 | Partnerships IRL - Dallas.Email 2 - brands + creators,"7,337","5,694",77.60%,"1,249",394,0,"1,341",23.60%,28,0.50%,2.10%,43,0.80%,"Sep 14, 2023 1:00 PM","Dec 2, 2024 9:21 AM",1,445
"Event-Hosted | 2023-10-17 | Partnerships IRL - Seattle.Email 1 - You’re invited, (first name): Partnerships IRL: Seattle","2,433","1,978",81.30%,321,134,0,493,24.90%,24,1.20%,4.90%,14,0.70%,"Sep 28, 2023 11:57 AM","Jul 31, 2024 3:56 PM",1,307
Event-Hosted | 2023-10-17 | Partnerships IRL - Seattle.Email 2 - brands + creators,262,101,38.50%,119,42,0,6,5.90%,1,1.00%,16.70%,0,0.00%,"Oct 5, 2023 10:00 AM","Oct 9, 2023 7:03 AM",1,4
Event-Hosted | 2023-10-17 | Partnerships IRL - Seattle.Email 3 - Partnerships IRL: where collaborations begin,263,70,26.60%,154,39,0,10,14.30%,1,1.40%,10.00%,0,0.00%,"Oct 11, 2023 10:00 AM","Oct 12, 2023 10:02 AM",1,1
Event-Hosted | 20230927 | Shopify Creator Class + Expert Panel.Email 1 - You’re invited! Join impact.com for a free Creator Class + Expert Panel at Shopify NY,"1,201",941,78.40%,181,79,0,279,29.60%,13,1.40%,4.70%,4,0.40%,"Sep 7, 2023 11:00 AM","Nov 18, 2024 1:59 PM",1,438
Event-Hosted | 20230927 | Shopify Creator Class + Expert Panel.Email 2 - Save your seat today at Shopify NY for a free workshop + expert panel!,"1,170","1,057",90.30%,40,73,0,302,28.60%,13,1.20%,4.30%,5,0.50%,"Sep 12, 2023 11:00 AM","Nov 18, 2024 1:55 PM",1,433
Event-Hosted | 20230927 | Shopify Creator Class + Expert Panel.Email 3 - Free Influencer Marketing Worshop + Expert Panel Session at Shopify NY!,"1,147","1,043",90.90%,36,68,0,307,29.40%,13,1.20%,4.20%,5,0.50%,"Sep 19, 2023 11:00 AM","Jul 18, 2024 8:35 AM",1,303
Event-Hosted | 20230927 | Shopify Creator Class + Expert Panel.Email 4 - Last chance to claim your free seat to today's impact.com’s Influencer Marketing Workshop!,"1,105",982,88.90%,54,69,0,280,28.50%,15,1.50%,5.40%,6,0.60%,"Sep 27, 2023 12:45 PM","Jul 18, 2024 8:35 AM",1,295
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 02 - Tickets for iPX24 are on sale NOW!,"30,650","28,410",92.70%,"1,083","1,157",0,"5,487",19.30%,159,0.60%,2.90%,100,0.40%,"Mar 4, 2024 10:19 AM","Jun 3, 2025 11:26 AM",1,456
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 03 - (first name), iPX24 ticket prices increase soon!","28,960","28,164",97.30%,83,714,0,"4,892",17.40%,115,0.40%,2.40%,71,0.30%,"Mar 11, 2024 9:00 AM","Jun 2, 2025 8:24 AM",1,448
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 04 - (first name), need a hotel for iPX24?",165,164,99.40%,1,0,0,106,64.60%,22,13.40%,20.80%,0,0.00%,"Mar 25, 2024 9:00 AM","Jun 6, 2024 12:32 PM",1,73
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 05 - (first name), the iPX24 agenda is LIVE!","28,690","27,099",94.50%,248,"1,343",0,"5,379",19.80%,254,0.90%,4.70%,62,0.20%,"Apr 29, 2024 1:00 PM","Jun 2, 2025 8:24 AM",1,399
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 05B (fake forward) (first name), the iPX24 agenda is LIVE!","28,015","26,192",93.50%,381,"1,442",0,"5,313",20.30%,168,0.60%,3.20%,67,0.30%,"May 20, 2024 11:00 AM","Jun 2, 2025 8:24 AM",1,378
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 06 - (first name), iPX24 is 68% sold out","28,766","27,273",94.80%,272,"1,221",0,"4,936",18.10%,144,0.50%,2.90%,73,0.30%,"Apr 22, 2024 9:00 AM","Jun 3, 2025 11:39 AM",1,407
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 07 - (first name), need a hotel for iPX24?",328,326,99.40%,0,2,0,207,63.50%,57,17.50%,27.50%,1,0.30%,"May 6, 2024 9:00 AM","Mar 4, 2025 8:25 AM",1,302
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 08 - Download the iPX24 app!,403,395,98.00%,3,5,0,285,72.20%,178,45.10%,62.50%,0,0.00%,"May 22, 2024 1:26 PM","May 15, 2025 11:34 AM",1,358
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 09 - Meet premier publishers at iPX24!,478,474,99.20%,2,2,0,314,66.20%,51,10.80%,16.20%,1,0.20%,"Jun 12, 2024 3:00 PM","Feb 14, 2025 6:46 PM",1,247
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 11B - YIKES! We ran out of tables at iPX,486,483,99.40%,1,2,0,305,63.10%,78,16.10%,25.60%,0,0.00%,"Jun 7, 2024 10:00 AM","Feb 7, 2025 5:14 PM",1,245
"Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 12 - Marketer, doors open Monday at 12:00 PM!",491,487,99.20%,0,4,0,321,65.90%,81,16.60%,25.20%,0,0.00%,"Jun 14, 2024 9:00 AM","Feb 13, 2025 8:40 AM",1,244
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 13 - Doors open tomorrow at 8:30 AM!,531,528,99.40%,0,3,0,367,69.50%,57,10.80%,15.50%,0,0.00%,"Jun 17, 2024 4:15 PM","Feb 7, 2025 5:13 PM",1,235
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 14 - (Post Show) How was iPX24?,468,463,98.90%,1,4,0,288,62.20%,68,14.70%,23.60%,0,0.00%,"Jun 19, 2024 10:30 AM","Feb 7, 2025 5:45 PM",1,233
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 15 - (Post Show 2) Fwd: How was iPX24?,461,460,99.80%,1,0,0,269,58.50%,34,7.40%,12.60%,1,0.20%,"Jun 27, 2024 9:00 AM","Feb 12, 2025 3:37 PM",1,230
Event-Hosted | 2024-06-17 | impact.com's Partnerships Experience 2024 (iPX24).Email 16 - (Recordings) Rewatch your favorite iPX24 sessions on demand,530,525,99.10%,2,3,0,283,53.90%,60,11.40%,21.20%,2,0.40%,"Jul 10, 2024 10:30 AM","Jun 5, 2025 9:05 PM",1,330
Event-Hosted | 2024-07-03 | iPX24 London.Email 2 - Tickets on sale now for iPX 2024 London!,53,51,96.20%,1,1,0,27,52.90%,1,2.00%,3.70%,0,0.00%,"Apr 17, 2024 5:00 AM","Jun 12, 2024 3:56 AM",0,56
Event-Hosted | 2024-07-03 | iPX24 London.Email 2 - Tickets on sale now for iPX 2024 London!,53,51,96.20%,1,1,0,27,52.90%,1,2.00%,3.70%,0,0.00%,"Apr 17, 2024 5:00 AM","Jun 12, 2024 3:56 AM",0,56
Event-Hosted | 2024-07-03 | iPX24 London.Email 3,"1,187","1,056",89.00%,93,38,0,421,39.90%,13,1.20%,3.10%,11,1.00%,"May 3, 2024 1:00 AM","May 23, 2025 5:09 AM",0,385
Event-Hosted | 2024-07-03 | iPX24 London.Email 3,"1,187","1,056",89.00%,93,38,0,421,39.90%,13,1.20%,3.10%,11,1.00%,"May 3, 2024 1:00 AM","May 23, 2025 5:09 AM",0,385
Event-Hosted | 2024-07-03 | iPX24 London.Email 4,"1,164","1,112",95.50%,17,35,0,441,39.70%,28,2.50%,6.30%,15,1.30%,"May 30, 2024 5:00 AM","May 17, 2025 4:58 PM",0,352
Event-Hosted | 2024-07-03 | iPX24 London.Email 4,"1,164","1,112",95.50%,17,35,0,441,39.70%,28,2.50%,6.30%,15,1.30%,"May 30, 2024 5:00 AM","May 17, 2025 4:58 PM",0,352
Event-Hosted | 2024-07-03 | iPX24 London.Email 5,90,88,97.80%,1,1,0,67,76.10%,33,37.50%,49.30%,0,0.00%,"Jun 19, 2024 5:00 AM","Jul 3, 2024 4:49 PM",0,14
Event-Hosted | 2024-07-03 | iPX24 London.Email 5,90,88,97.80%,1,1,0,67,76.10%,33,37.50%,49.30%,0,0.00%,"Jun 19, 2024 5:00 AM","Jul 3, 2024 4:49 PM",0,14
Event-Hosted | 2024-07-03 | iPX24 London.Email 6,87,87,100.00%,0,0,0,70,80.50%,33,37.90%,47.10%,0,0.00%,"Jun 18, 2024 5:00 AM","Jul 3, 2024 10:30 AM",0,15
Event-Hosted | 2024-07-03 | iPX24 London.Email 6,87,87,100.00%,0,0,0,70,80.50%,33,37.90%,47.10%,0,0.00%,"Jun 18, 2024 5:00 AM","Jul 3, 2024 10:30 AM",0,15
Event-Hosted | 2024-07-03 | iPX24 London.Email 8,123,120,97.60%,1,2,0,90,75.00%,43,35.80%,47.80%,0,0.00%,"Jul 2, 2024 9:41 AM","Jul 8, 2024 5:46 AM",0,6
Event-Hosted | 2024-07-03 | iPX24 London.Email 8,123,120,97.60%,1,2,0,90,75.00%,43,35.80%,47.80%,0,0.00%,"Jul 2, 2024 9:41 AM","Jul 8, 2024 5:46 AM",0,6
Event-Hosted | 2024-07-03 | iPX24 London.Email 9,97,94,96.90%,2,1,0,55,58.50%,12,12.80%,21.80%,1,1.10%,"Jul 26, 2024 3:30 AM","Sep 25, 2024 7:36 AM",0,61
Event-Hosted | 2024-07-03 | iPX24 London.Email 9,97,94,96.90%,2,1,0,55,58.50%,12,12.80%,21.80%,1,1.10%,"Jul 26, 2024 3:30 AM","Sep 25, 2024 7:36 AM",0,61
Event-Hosted | 2024-09-05 | iPX24 Sydney.Email 1 - Join Us at iPX24 Sydney: Unlock New Partnership Opportunities!,130,124,95.40%,5,1,0,66,53.20%,27,21.80%,40.90%,0,0.00%,"Jun 4, 2024 4:00 PM","Sep 3, 2024 11:40 AM",0,91
"Event-Hosted | 2024-09-05 | iPX24 Sydney.Email 3 - [Name], iPX24 Sydney speakers have been revealed",107,103,96.30%,3,1,0,47,45.60%,8,7.80%,17.00%,1,1.00%,"Aug 5, 2024 4:00 PM","Jan 7, 2025 6:47 PM",0,155
Event-Hosted | 2024-09-05 | iPX24 Sydney.Email 4 - We missed you at iPX24 Sydney!,29,29,100.00%,0,0,0,23,79.30%,5,17.20%,21.70%,0,0.00%,"Sep 8, 2024 6:00 PM","Sep 16, 2024 3:44 PM",0,8
Event-Hosted | 2024-09-05 | iPX24 Sydney.Email 5 - Photos and feedback for iPX24 Sydney!,221,215,97.30%,6,0,0,176,81.90%,104,48.40%,59.10%,0,0.00%,"Sep 8, 2024 6:00 PM","Apr 16, 2025 6:05 AM",0,220
"Event-Hosted | 20240410 | Partnerships IRL - Los Angeles.Email 1 (Customers) - You’re invited, (first name): Partnerships IRL: Los Angeles",29,26,89.70%,3,0,0,11,42.30%,2,7.70%,18.20%,0,0.00%,"Mar 20, 2024 10:00 AM","Apr 21, 2024 7:15 AM",1,32
"Event-Hosted | 20240410 | Partnerships IRL - Los Angeles.Email 1 (Prospects) - You’re invited, (first name): Partnerships IRL: Los Angeles",139,130,93.50%,16,5,0,14,10.80%,1,0.80%,7.10%,0,0.00%,"Mar 14, 2024 10:00 AM","Mar 14, 2024 8:29 PM",1,0
Event-Hosted | 20240410 | Partnerships IRL - Los Angeles.Email 2 (Prospects),203,187,92.10%,7,9,0,20,10.70%,3,1.60%,15.00%,1,0.50%,"Mar 20, 2024 10:00 AM","Mar 21, 2024 1:54 PM",1,1
"Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 01 - (first name) NAME, saddle up for iPX25 in Austin (cowboy emoji)","131,685","119,318",90.60%,"7,396","4,971",0,"30,102",25.20%,"1,499",1.30%,5.00%,707,0.60%,"Nov 7, 2024 10:00 AM","Jun 4, 2025 7:02 PM",1,209
Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 02 - (first name) shine your spurs & grab your iPX25 early bird tickets (cowboy emoji),"123,301","116,404",94.40%,"1,916","4,981",0,"26,990",23.20%,837,0.70%,3.10%,563,0.50%,"Nov 20, 2024 11:49 AM","Jun 4, 2025 7:01 PM",1,196
Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 02B - (fake forward) (first name) shine your spurs & grab your iPX25 early bird tickets (cowboy emoji),292,288,98.60%,1,3,0,167,58.00%,21,7.30%,12.60%,0,0.00%,"Nov 20, 2024 1:00 PM","May 19, 2025 1:19 PM",1,180
Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 03 - (first name) beat the iPX25 price increase! (weary cat emoji),"115,871","110,133",95.00%,"1,261","4,476",0,"28,646",26.00%,"1,421",1.30%,5.00%,709,0.60%,"Jan 8, 2025 9:00 AM","Jun 2, 2025 11:27 AM",1,145
Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 04 - (fake forward) (first name) beat the iPX25 price increase! (weary cat emoji),"113,838","105,591",92.80%,"4,096","4,151",0,"27,866",26.40%,"1,732",1.60%,6.20%,551,0.50%,"Jan 21, 2025 8:00 AM","Jun 2, 2025 11:09 AM",1,132
Event-Hosted | 2025-06-09 | impact.com's Partnerships Experience 2025 (iPX25).Email 04b - LAST CALL: Super early bird iPX25 tickets gone after 1/31 (eyes emoji),"105,252","101,032",96.00%,157,"4,063",0,"24,706",24.50%,"1,806",1.80%,7.30%,338,0.30%,"Jan 27, 2025 7:30 AM","Jun 5, 2025 7:03 AM",1,129
